best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.5687462687492371,1.0723174810409546,0.3253035545349121,0.34375,0.0010000000474974513,95
