annotation,headPosition,headRotation,gazeOrigin,gazeHitPosition,rightHandPosition,leftHandPosition,rightHandEndPoint,leftHandEndPoint,HitByHandPointer,HitByGazePointer,buttonClicked,timestamps,gazeDirection,hand2GazePointersDistance,headLinearVelocity,headAngularVelocity,rightHandVelocity,leftHandVelocity,gazeHitPositionVelocity,handsEndPointVelocity,gazeDirectionVelocity,headPositionNorm,gazeOriginNorm,gazeHitPositionNorm,rightHandPositionNorm,leftHandPositionNorm,rightHandEndPointNorm,leftHandEndPointNorm,gazeDirectionNorm,headLinearVelocityNorm,headAngularVelocityNorm,rightHandVelocityNorm,leftHandVelocityNorm,gazeHitPositionVelocityNorm,handsEndPointVelocityNorm,gazeDirectionVelocityNorm
information_assimilation_augmentation,[1.0858593  0.16561735 0.50089198],"quaternion(0.869062483310699, 0.0596251338720322, -0.489405989646912, 0.0407069250941277)",[1.08603132 0.16526319 0.50119662],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,None,None,89.91123,[0. 0. 0.],0.0,[-0.00157782 -0.00177326  0.00101904],[-0.00511085 -0.00056239  0.00072468],[0. 0. 0.],[0. 0. 0.],[1.15944874 0.13553508 2.78009159],[0. 0. 0.],[ 0. -0.  0.],1.2072333251194929,1.2074659415729403,0.0,0.0,0.0,0.0,0.0,0.0,0.002583104026199827,0.0051925207864437295,0.0,0.0,3.0152280848730775,0.0,0.0
information_assimilation_augmentation,[1.08533335 0.16502625 0.50123167],"quaternion(0.86904501914978, 0.059739351272583, -0.4893519282341, 0.0415544025599957)",[1.08598912 0.16524887 0.50119877],[0.38649064 0.04517926 0.92671573],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,SwapRolesButton (UnityEngine.GameObject),None,90.24457,[-0.69949847 -0.12006961  0.42551696],0.0,[-0.00672948  0.00120176  0.01298208],[-0.00499722  0.00323066  0.04522889],[0. 0. 0.],[0. 0. 0.],[-0.21626653 -0.0408218   0.13311092],[0. 0. 0.],[0.00222041 0.0005024  0.00379185],1.2068203364884067,1.2074269164521774,1.0050961298115695,0.0,0.0,0.0,0.0,0.8275140558065025,0.014671900701894898,0.04561866197262767,0.0,0.0,0.2572083792776587,0.0,0.004422756980187001
information_assimilation_augmentation,[1.08371592 0.16531509 0.50435191],"quaternion(0.869287133216858, 0.0650315582752228, -0.48820286989212, 0.0420570485293865)",[1.08560741 0.16525242 0.5016771 ],[0.33451098 0.03536774 0.95870894],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,90.48492,[-0.75109643 -0.12988468  0.45703185],0.0,[ 0.00407723  0.00279288 -0.00290415],[ 0.01760017 -0.00057982 -0.03394522],[0. 0. 0.],[0. 0. 0.],[-0.00100783  0.00048257  0.00215659],[0. 0. 0.],[-0.00027576  0.00081213 -0.00022239],1.2067063099594,1.207282782733448,1.0160075342432473,0.0,0.0,0.0,0.0,0.888759799075252,0.005732198870168287,0.03824108103209322,0.0,0.0,0.0024288860358116114,0.0,0.0008860405255428149
information_assimilation_augmentation,[1.08477473 0.16604038 0.50359774],"quaternion(0.869565427303314, 0.0606583096086979, -0.488459855318069, 0.0397939644753933)",[1.08548427 0.16534095 0.50193095],[0.33424926 0.03549306 0.95926899],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,90.74461,[-0.75123501 -0.12984788  0.45733804],0.0,[-0.01336309 -0.00878665 -0.00272872],[-0.03968061 -0.00272773  0.02700342],[0. 0. 0.],[0. 0. 0.],[-0.00100898 -0.00187696 -0.00062383],[0. 0. 0.],[ 0.00128804 -0.00120999  0.00177222],1.2074420511709874,1.2072896922970193,1.0164542850712024,0.0,0.0,0.0,0.0,0.8890290147040963,0.0162241574479029,0.04807468862810659,0.0,0.0,0.002220398920639711,0.0,0.0025027806395662134
information_assimilation_augmentation,[1.08207178 0.1642631  0.5030458 ],"quaternion(0.867724716663361, 0.0637151002883911, -0.490973919630051, 0.0440318584442139)",[1.08517063 0.16531941 0.5021289 ],[0.33404517 0.03511341 0.9591428 ],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,90.94688,[-0.75112545 -0.130206    0.45701391],0.0,[-0.01538304 -0.01508462 -0.00192376],[-0.08011981 -0.00240919  0.0890717 ],[0. 0. 0.],[0. 0. 0.],[-0.00544726 -0.01827479 -0.01069779],[0. 0. 0.],[ 0.01120125 -0.0113282   0.01518235],1.2045400697543966,1.207087084070075,1.0162549124156257,0.0,0.0,0.0,0.0,0.888822120467288,0.021630641693019592,0.1198280284058027,0.0,0.0,0.02186511483762285,0.0,0.022006820674977473
information_assimilation_augmentation,[1.07842708 0.1606891  0.50259   ],"quaternion(0.862463355064392, 0.0753757506608963, -0.497516125440598, 0.0543436370790005)",[1.08418512 0.16482356 0.50222987],[0.33275455 0.03078356 0.95660818],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,91.18381,[-0.75143057 -0.13404     0.45437831],0.0,[-0.01262867 -0.00854838 -0.00597215],[-0.10208159 -0.00093986  0.13298483],[0. 0. 0.],[0. 0. 0.],[-0.04931881 -0.1597588  -0.03190456],[0. 0. 0.],[ 0.08854837 -0.04678613  0.1326356 ],1.200592626486768,1.2061753728787334,1.013297795692551,0.0,0.0,0.0,0.0,0.8882985252611189,0.016377562682175,0.16764993520671892,0.0,0.0,0.17021492128576082,0.0,0.16619855193495162
information_assimilation_augmentation,[1.07527041 0.15855235 0.5010972 ],"quaternion(0.858724653720856, 0.0929761230945587, -0.499344527721405, 0.0678410828113556)",[1.07976174 0.16146043 0.50187784],[ 0.32042682 -0.00914975  0.94863331],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,Quad (UnityEngine.GameObject),None,91.43377,[-0.75933492 -0.17061017  0.44675547],0.0,[ 0.00506018  0.00139906 -0.00287525],[ 0.0183244   0.001761   -0.01215174],[0. 0. 0.],[0. 0. 0.],[-0.01298385 -0.08903821 -0.02666899],[0. 0. 0.],[ 0.05021883 -0.02331683  0.07645083],1.196847407728515,1.2015973800442477,1.0013302296339808,0.0,0.0,0.0,0.0,0.897378294878848,0.005985805918170828,0.02205786874797074,0.0,0.0,0.0938489156466613,0.0,0.0943945658916563
information_assimilation_augmentation,[1.07642388 0.15887126 0.50044179],"quaternion(0.86033046245575, 0.0911361873149872, -0.497244834899902, 0.0653708055615425)",[1.07740259 0.15981276 0.50109184],[ 0.31746715 -0.02944601  0.94255412],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,Quad (UnityEngine.GameObject),None,91.66172,[-0.75993544 -0.18925877  0.44146228],0.0,[ 0.00340955  0.00100343 -0.00010169],[0.00093254 0.00244376 0.01728844],[0. 0. 0.],[0. 0. 0.],[-0.00166834 -0.04324273 -0.00218929],[0. 0. 0.],[ 0.02194702 -0.00058484  0.03752898],1.1976520529489119,1.1989284774041091,0.9950179508917334,0.0,0.0,0.0,0.0,0.8990048363676082,0.003555595042616845,0.017485191032138966,0.0,0.0,0.04333024626084271,0.0,0.04347916489578737
information_assimilation_augmentation,[1.07717133 0.15909123 0.5004195 ],"quaternion(0.860118448734283, 0.0931203588843346, -0.497257739305496, 0.0652656033635139)",[1.07697427 0.15908408 0.50078487],[ 0.31710142 -0.03892568  0.94207418],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,Quad (UnityEngine.GameObject),None,91.88094,[-0.75987285 -0.19800976  0.44128931],0.0,[-0.00164384 -0.00142725  0.00277236],[ 0.01215505  0.00088657 -0.01058795],[0. 0. 0.],[0. 0. 0.],[-1.27038748  0.15594599 -3.77418445],[0. 0. 0.],[-0.  0.  0.],1.1983437566677515,1.1983183296360884,0.9947724756183461,0.0,0.0,0.0,0.0,0.9007501706480294,0.0035249487153437013,0.016144221655964398,0.0,0.0,3.9853069813642468,0.0,0.0
information_assimilation_augmentation,[1.07676101 0.15873498 0.50111151],"quaternion(0.859773695468903, 0.0919244289398193, -0.498264580965042, 0.0638083592057228)",[1.07686412 0.15865691 0.50100142],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,None,None,92.13055,[0. 0. 0.],0.0,[ 0.0010865  -0.00299551 -0.00090654],[-0.00334933 -0.00151287 -0.00698848],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],1.1982169264063116,1.1982532185355788,0.0,0.0,0.0,0.0,0.0,0.0,0.003312909618420251,0.007895929147791855,0.0,0.0,0.0,0.0,0.0
