annotation,headPosition,headRotation,gazeOrigin,gazeHitPosition,rightHandPosition,leftHandPosition,rightHandEndPoint,leftHandEndPoint,HitByHandPointer,HitByGazePointer,buttonClicked,timestamps,gazeDirection,hand2GazePointersDistance,headLinearVelocity,headAngularVelocity,rightHandVelocity,leftHandVelocity,gazeHitPositionVelocity,handsEndPointVelocity,gazeDirectionVelocity,headPositionNorm,gazeOriginNorm,gazeHitPositionNorm,rightHandPositionNorm,leftHandPositionNorm,rightHandEndPointNorm,leftHandEndPointNorm,gazeDirectionNorm,headLinearVelocityNorm,headAngularVelocityNorm,rightHandVelocityNorm,leftHandVelocityNorm,gazeHitPositionVelocityNorm,handsEndPointVelocityNorm,gazeDirectionVelocityNorm
other,[ 1.57611024 -0.26042813 -0.37035561],"quaternion(0.851133346557617, -0.0211391970515251, -0.524453282356262, -0.00859763752669096)",[ 1.57506287 -0.26080242 -0.37156433],[0. 0. 0.],[ 1.49145162 -0.76777357 -0.22839054],[ 0.42215753 -0.48304284  0.20390093],[ 1.21930945 -0.70469421 -0.10003696],[5.01611233 2.48879886 0.72075868],MediasManager (UnityEngine.GameObject),None,scénario_contrôle_287 (UnityEngine.GameObject),1023.938,[0. 0. 0.],0.0,[-0.00650926 -0.00691414 -0.00667017],[-0.02515285  0.0007062   0.01876593],[-4.4788337   2.30562633  0.68585749],[-1.26774032  1.45057909 -0.61231511],[ 2.34669501 -0.68781545  0.02990086],[-18.72499032  -5.35767161  -1.86402917],[ 0. -0.  0.],1.6398504769577977,1.6391769273355528,0.0,1.6929460805127354,0.6731440774102823,1.411848737905864,5.645794514675066,0.0,0.011604607973254199,0.031389881004378,5.083922163702367,2.021453685916946,2.445600459648658,19.5653906758037,0.0
other,[ 1.57394266 -0.26273054 -0.37257677],"quaternion(0.847469210624695, -0.0180633813142776, -0.53052020072937, -0.0042466688901186)",[ 1.57472682 -0.26138085 -0.37186807],[ 0.78144944 -0.22904254  0.00995699],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,1024.271,[-0.79327738  0.03233831  0.38182506],0.0,[-0.08173843 -0.06548282 -0.10902357],[-0.49419624  0.01388749  0.36717246],[0. 0. 0.],[0. 0. 0.],[ 1.43167421 -0.35268919 -1.36274622],[0. 0. 0.],[ 0.21572335 -1.29909065  0.55821073],1.6386385473798861,1.6390150613793517,0.8143849530629297,0.0,0.0,0.0,0.0,0.8809796526456969,0.15117972317899958,0.615823350067366,0.0,0.0,2.007774381896161,0.0,1.4303049659101972
other,[ 1.55203676 -0.28027993 -0.40179509],"quaternion(0.677640080451965, 0.0472868159413338, -0.728184521198273, 0.0911877304315567)",[ 1.55975294 -0.27488488 -0.39447361],[ 1.16513813 -0.32356325 -0.355259  ],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,MediasManager (UnityEngine.GameObject),None,1024.539,[-0.39461482 -0.04867837  0.03921461],0.0,[-0.00597219 -0.01298111  0.03806514],[-0.00904624  0.00936311  0.07946069],[0. 0. 0.],[0. 0. 0.],[-0.01955619 -0.10559867 -0.09407274],[0. 0. 0.],[ 0.04965614 -0.23070491  0.21330591],1.6275178176317682,1.632176572924349,1.2603368536558033,0.0,0.0,0.0,0.0,0.3995350072806413,0.04065871407750757,0.08052020096401205,0.0,0.0,0.14276975637496703,0.0,0.31810359742014366
other,[ 1.55057955 -0.28344733 -0.3925072 ],"quaternion(0.713603377342224, 0.058684591203928, -0.692483365535736, 0.0882785320281982)",[ 1.55393791 -0.27972189 -0.39454827],[ 1.16036642 -0.34932932 -0.37821275],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,MediasManager (UnityEngine.GameObject),None,1024.783,[-0.3935715  -0.06960744  0.01633552],0.0,[0.00571577 0.00338178 0.01020651],[0.00156388 0.00652676 0.05015827],[0. 0. 0.],[0. 0. 0.],[ 0.00579734 -0.05082459  0.02757538],[0. 0. 0.],[-0.00231269  0.03939835  0.11216116],1.6244079595310699,1.6274629651288723,1.2694589710467257,0.0,0.0,0.0,0.0,0.4000132083200654,0.012177000761965644,0.05060529773536499,0.0,0.0,0.0581132524680229,0.0,0.1189020802743781
other,[ 1.55188274 -0.28267628 -0.39018011],"quaternion(0.721828579902649, 0.0659236013889313, -0.683425605297089, 0.0868742018938065)",[ 1.55254054 -0.28141242 -0.39179379],[ 1.16168821 -0.36091733 -0.37192556],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,MediasManager (UnityEngine.GameObject),None,1025.011,[-0.39085233 -0.07950491  0.01986822],0.0,[-0.00243925  0.00384734  0.00033265],[ 0.01499011 -0.00119176 -0.02075047],[0. 0. 0.],[0. 0. 0.],[ 0.00071469 -0.01434897  0.00336639],[0. 0. 0.],[ 0.00199008 -0.00136356  0.03369284],1.62495736824016,1.625754426115844,1.2720493060513118,0.0,0.0,0.0,0.0,0.3993511263748569,0.0045675597143791085,0.02562626522369526,0.0,0.0,0.014755886101082636,0.0,0.03377909134503703
other,[ 1.5513705  -0.28186834 -0.39011025],"quaternion(0.71881115436554, 0.0632077157497406, -0.687073230743408, 0.0851217433810234)",[ 1.55215228 -0.28164798 -0.39094263],[ 1.16183829 -0.36393061 -0.37121862],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,MediasManager (UnityEngine.GameObject),None,1025.221,[-0.39031398 -0.08228263  0.01972401],0.0,[ 0.00139396  0.00042272 -0.00674292],[0.00118331 0.00082777 0.00580281],[0. 0. 0.],[0. 0. 0.],[ 0.00108863 -0.00168763  0.00520992],[0. 0. 0.],[-0.00272191  0.01397866  0.00445145],1.6243109935532747,1.6252194975409975,1.2728381575484213,0.0,0.0,0.0,0.0,0.3993801116095491,0.0068984587367355785,0.0059798021264646966,0.0,0.0,0.005583592286118518,0.0,0.01492069812192453
other,[ 1.55166602 -0.28177872 -0.39153975],"quaternion(0.721041023731232, 0.0638546794652939, -0.684730529785156, 0.0846556276082993)",[ 1.55160284 -0.28178522 -0.39100775],[ 1.16206908 -0.36428839 -0.37011412],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,MediasManager (UnityEngine.GameObject),None,1025.433,[-0.38953376 -0.08250317  0.02089363],0.0,[ 0.00161656 -0.00458095  0.00339335],[-0.03802279  0.00257857  0.04953666],[0. 0. 0.],[0. 0. 0.],[ 0.00230887 -0.01358001  0.01100666],[0. 0. 0.],[-0.00422765  0.02733131  0.02910496],1.624921557587951,1.6247342386027768,1.2728295420214146,0.0,0.0,0.0,0.0,0.3987227930368218,0.0059256407220713925,0.06250009675434126,0.0,0.0,0.01763218729166931,0.0,0.040149372734677925
other,[ 1.55205238 -0.28287357 -0.39072874],"quaternion(0.725174427032471, 0.0715564414858818, -0.678862690925598, 0.0902618169784546)",[ 1.55162442 -0.28230277 -0.39101601],[ 1.1626209  -0.36753401 -0.36748353],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,MediasManager (UnityEngine.GameObject),None,1025.672,[-0.38900352 -0.08523124  0.02353248],0.0,[ 0.00224134  0.00224828 -0.00187845],[ 0.01159914  0.00051525 -0.00532019],[0. 0. 0.],[0. 0. 0.],[ 0.00269197 -0.01802141  0.01282887],[0. 0. 0.],[-0.00440532  0.03094788  0.0392667 ],1.6252855112090157,1.6248466702954152,1.2735041239903089,0.0,0.0,0.0,0.0,0.39892590482040663,0.00368875486879801,0.012771450075159493,0.0,0.0,0.02228447884881136,0.0,0.05019015800592043
other,[ 1.55257237 -0.28235197 -0.39116454],"quaternion(0.725597739219666, 0.0706831887364388, -0.678750932216644, 0.0883687660098076)",[ 1.55204475 -0.28279433 -0.39097041],[ 1.16324544 -0.37171498 -0.36450723],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,MediasManager (UnityEngine.GameObject),None,1025.904,[-0.38879931 -0.08892065  0.02646318],0.0,[-0.01064564 -0.00531572 -0.00018275],[-0.00935751  0.00027683  0.00961107],[0. 0. 0.],[0. 0. 0.],[ 0.00028509 -0.00220601  0.00135696],[0. 0. 0.],[-0.00082224  0.00466012  0.00357837],1.6257962038456772,1.6253225512122378,1.274432225686141,0.0,0.0,0.0,0.0,0.39971500558539635,0.011900419803215136,0.013416860644447534,0.0,0.0,0.0026055842040485777,0.0,0.005932751824088686
other,[ 1.55007064 -0.28360116 -0.39120749],"quaternion(0.725506246089935, 0.0722317397594452, -0.678488731384277, 0.0898689106106758)",[ 1.55119061 -0.28317857 -0.39103791],[ 1.16331244 -0.37223339 -0.36418834],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,MediasManager (UnityEngine.GameObject),None,1026.139,[-0.38787818 -0.08905482  0.02684957],0.0,[ 0.00135828 -0.00014901 -0.00038097],[ 0.0071255  -0.00087353 -0.01232204],[0. 0. 0.],[0. 0. 0.],[-8.74397203e-04 -8.97005861e-05 -4.19185079e-03],[0. 0. 0.],[ 0.00155248 -0.00702283 -0.00086574],1.6236354017150498,1.6245901244381415,1.2745535172731035,0.0,0.0,0.0,0.0,0.3988748462270692,0.0014185453461883274,0.014260731247239769,0.0,0.0,0.0042830164300867645,0.0,0.007244297916906994
