annotation,headPosition,headRotation,gazeOrigin,gazeHitPosition,rightHandPosition,leftHandPosition,rightHandEndPoint,leftHandEndPoint,HitByHandPointer,HitByGazePointer,buttonClicked,timestamps,gazeDirection,hand2GazePointersDistance,headLinearVelocity,headAngularVelocity,rightHandVelocity,leftHandVelocity,gazeHitPositionVelocity,handsEndPointVelocity,gazeDirectionVelocity,headPositionNorm,gazeOriginNorm,gazeHitPositionNorm,rightHandPositionNorm,leftHandPositionNorm,rightHandEndPointNorm,leftHandEndPointNorm,gazeDirectionNorm,headLinearVelocityNorm,headAngularVelocityNorm,rightHandVelocityNorm,leftHandVelocityNorm,gazeHitPositionVelocityNorm,handsEndPointVelocityNorm,gazeDirectionVelocityNorm 
menu_interaction,[1.26697445 0.0662981  1.22528434],"quaternion(0.978170335292816, 0.0636119693517685, -0.19780321419239, 0.00319906393997371)",[1.26083684 0.06755178 1.22819221],[ 0.89702582 -0.05305829  2.13288331],[ 1.25788605 -0.2142919   1.57211673],[0. 0. 0.],[ 0.89925176 -0.06176738  2.13421702],[0. 0. 0.],NextButton (UnityEngine.GameObject),NextButton (UnityEngine.GameObject),None,140.7487,[-0.36381102 -0.12061007  0.9046911 ],8.258179368447749e-05,[ 0.00094864  0.0056648  -0.00998503],[ 0.00581235  0.00073724 -0.06999125],[-0.03630524  0.01615395  0.08723282],[0. 0. 0.],[-0.00114696 -0.00300519 -0.0008714 ],[ 0.02873261 -0.02770089  0.01701043],[ 0.00216335 -0.00404327  0.00033093],1.7637860985605556,1.7614564666826036,2.31444631081749,2.0247837809591926,0.0,2.3167544625842447,0.0,0.9825330681573511,0.011519141679494211,0.07023604539804526,0.095857108825252,0.0,0.0033325644643143314,0.043384983434489925,0.0045975718832528935
menu_interaction,[1.26723504 0.06785422 1.22254145],"quaternion(0.978495895862579, 0.0593552105128765, -0.197521194815636, 0.00284853647463024)",[1.26135504 0.06724361 1.22882664],[ 0.89671075 -0.05388381  2.13264394],[ 1.247913   -0.20985441  1.59607959],[0. 0. 0.],[ 0.90714461 -0.06937681  2.13888979],[0. 0. 0.],NextButton (UnityEngine.GameObject),NextButton (UnityEngine.GameObject),None,141.0234,[-0.36464429 -0.12112743  0.9038173 ],0.0003879089317596063,[-0.00155823 -0.00135335 -0.00689413],[-0.0418617  -0.01248366  0.00664253],[-0.05202893  0.01654266  0.08122751],[0. 0. 0.],[-0.00104093 -0.00216327 -0.00200311],[-0.01123437  0.00456375 -0.00818082],[ 0.00175932 -0.00305559  0.00030029],1.7621283845785858,1.762257972841013,2.3141226862977953,2.0368592948511597,0.0,2.3243437805827694,0.0,0.9821013265405714,0.0071964391117366215,0.04418559411847014,0.09787020488716558,0.0,0.003126618880255315,0.014627527660272335,0.0035386470677779692
menu_interaction,[1.2668246  0.06749775 1.22072554],"quaternion(0.977677941322327, 0.0607994608581066, -0.201049864292145, 0.00531868496909738)",[1.26163793 0.06706798 1.22904623],[ 0.89643657 -0.05445362  2.13211632],[ 1.23420858 -0.20549707  1.61747491],[0. 0. 0.],[ 0.90418547 -0.06817472  2.13673496],[0. 0. 0.],NextButton (UnityEngine.GameObject),NextButton (UnityEngine.GameObject),None,141.2868,[-0.36520135 -0.1215216   0.90307009],0.000269645971053889,[ 0.00359187 -0.00128523 -0.00677223],[ 2.12650664e-02  6.42834504e-03 -9.15025273e-05],[-0.01405474 -0.02499524 -0.00547055],[0. 0. 0.],[ 0.00151611 -0.00660319  0.00202032],[-0.03213951 -0.05582802 -0.01799835],[0.00533362 0.00159337 0.00237133],1.7605599551450029,1.7626068748179493,2.3135435411437832,2.044926641904304,0.0,2.3211711404979574,0.0,0.9816695572230244,0.007772803262271064,0.022215648544750433,0.029192883047752714,0.0,0.007069818209917475,0.06688540082076952,0.0060505809340118556
menu_interaction,[1.26781309 0.06714405 1.21886182],"quaternion(0.97777909040451, 0.0606662817299366, -0.200627714395523, 0.00402541132643819)",[1.26182425 0.06689712 1.22901535],[ 0.8968538  -0.05627082  2.13267231],[ 1.23034072 -0.21237576  1.61596942],[0. 0. 0.],[ 0.89534068 -0.08353859  2.13178182],[0. 0. 0.],NextButton (UnityEngine.GameObject),NextButton (UnityEngine.GameObject),None,141.562,[-0.36497045 -0.12316794  0.90365696],0.0007466141526638048,[ 0.00489089  0.00346364 -0.0068312 ],[-0.01970135 -0.00826926 -0.11522702],[-0.00990283 -0.00449934 -0.01980372],[0. 0. 0.],[ 0.00033983 -0.00856124 -0.00167729],[-0.03298772 -0.01231853 -0.02158505],[ 0.00756921 -0.00161809  0.00283652],1.7599666127738798,1.7627122269470508,2.314261077057552,2.042106489275133,0.0,2.3136783148496636,0.0,0.9823286965247132,0.00908750970455811,0.11719125636552122,0.022594186227626396,0.0,0.00873061407779921,0.04130193750184118,0.008243607687074925
menu_interaction,[1.26901233 0.06799334 1.21718681],"quaternion(0.977196991443634, 0.0556724928319454, -0.2048409730196, 0.00518160639330745)",[1.26223695 0.06674827 1.22883773],[ 0.89693713 -0.05837003  2.13226104],[ 1.22791255 -0.213479    1.61111355],[0. 0. 0.],[ 0.88725209 -0.08655909  2.12648916],[0. 0. 0.],NextButton (UnityEngine.GameObject),NextButton (UnityEngine.GameObject),None,141.8072,[-0.36529982 -0.1251183   0.90342331],0.000921737812817014,[ 0.01633231 -0.00261738 -0.00045627],[0.0658628  0.01875911 0.03394472],[ 0.01632159  0.00751714 -0.0050658 ],[0. 0. 0.],[-0.00058731 -0.00976805  0.00218405],[0.00088156 0.01517355 0.00297507],[ 0.00833732 -0.00252476  0.00302154],1.7597042704191852,1.7628782202282063,2.3139663810325453,2.0369166321739205,0.0,2.305789433195232,0.0,0.9824826838464087,0.016546998418523445,0.07643334994958055,0.01866986775091721,0.0,0.01002645847865716,0.015487566296650497,0.009220360989869274
information_assimilation_augmentation,[1.27391529 0.0672076  1.21704984],"quaternion(0.978054940700531, 0.0566891767084599, -0.200484961271286, 0.000801644520834088)",[1.26321042 0.06661034 1.22865582],[ 0.89676082 -0.0613024   2.13291669],[ 1.23281229 -0.21122235  1.6095928 ],[0. 0. 0.],[ 0.88751674 -0.082004    2.12738228],[0. 0. 0.],NextButton (UnityEngine.GameObject),NextButton (UnityEngine.GameObject),None,142.1074,[-0.36644959 -0.12791274  0.90426087],0.0005446388160300075,[ 0.00935957 -0.00160062  0.00777412],[ 0.02212571  0.00618692 -0.01734373],[ 0.01898137  0.00824963 -0.0034269 ],[0. 0. 0.],[-0.0009616  -0.00996575  0.001673  ],[0.01491299 0.02421244 0.01107447],[ 0.00846484 -0.00427158  0.00282612],1.763118639046494,1.763443394220916,2.3145780515999106,2.038438122533017,0.0,2.3065484977301343,0.0,0.9840399907960412,0.012271938099780074,0.02878593375325188,0.020978383395411387,0.0,0.01015085479142697,0.030516937228586824,0.00989378103541707
information_assimilation_augmentation,[1.27660429 0.06674774 1.21928334],"quaternion(0.978234827518463, 0.0554635412991047, -0.199950397014618, -0.000571229495108128)",[1.2644825  0.06643637 1.22856343],[ 0.89648455 -0.06416556  2.13339734],[ 1.23826563 -0.20885223  1.60860825],[0. 0. 0.],[ 0.89180124 -0.07504776  2.13056397],[0. 0. 0.],NextButton (UnityEngine.GameObject),NextButton (UnityEngine.GameObject),None,142.3947,[-0.36799794 -0.13060193  0.90483391],0.0001483836625268964,[0.00095893 0.0013531  0.00946224],[-0.00588094 -0.00155616 -0.0262995 ],[-0.00108253  0.00401926  0.00131875],[0. 0. 0.],[-0.00153022 -0.00893352  0.00015515],[-0.00195578  0.01732298 -0.00014112],[ 0.00774782 -0.00549313  0.00235819],1.7665858754066315,1.7642839553875322,2.3149915741202647,2.0407208340514935,0.0,2.3108968959247744,0.0,0.98549670744995,0.009606475667881729,0.026993905300436945,0.004366396404057366,0.0,0.009064955471666367,0.017433609318238643,0.009785918909838823
information_assimilation_augmentation,[1.27686512 0.06711578 1.22185707],"quaternion(0.978122711181641, 0.0541694089770317, -0.200852304697037, -0.000228477045311593)",[1.26564133 0.06625967 1.22867942],[ 0.89606833 -0.06659548  2.13343954],[ 1.23797119 -0.20775899  1.60896695],[0. 0. 0.],[ 0.89126927 -0.07033591  2.13052559],[0. 0. 0.],NextButton (UnityEngine.GameObject),NextButton (UnityEngine.GameObject),None,142.6667,[-0.369573   -0.13285515  0.90476012],4.5512984616635777e-05,[0.00284332 0.00162636 0.00201447],[ 0.05570825  0.01522152 -0.17329648],[ 0.01009271  0.00047084 -0.0099931 ],[0. 0. 0.],[-7.36660592e-05 -1.77415322e-03 -8.90479030e-04],[-0.00481679  0.00960601 -0.00381025],[ 1.74689690e-03 -4.75333259e-03  1.55855918e-05],1.7685654573314764,1.7651887824106098,2.314937945753585,2.0407133785365525,0.0,2.310508024467789,0.0,0.9863192024899786,0.003845465609991667,0.1826657464730965,0.014210793126014622,0.0,0.0019864539328338744,0.011401527402874952,0.0050641941538425
information_assimilation_augmentation,[1.27759671 0.06753425 1.22237539],"quaternion(0.978397727012634, 0.0448745265603065, -0.201775401830673, -0.00329750985838473)",[1.26671171 0.06620533 1.22900271],[ 0.89604938 -0.06705197  2.13321042],[ 1.24056804 -0.20763785  1.60639572],[0. 0. 0.],[ 0.89002991 -0.06786428  2.12954521],[0. 0. 0.],NextButton (UnityEngine.GameObject),NextButton (UnityEngine.GameObject),NextButton (UnityEngine.GameObject),142.924,[-0.37066233 -0.1332573   0.90420771],5.032766654672338e-05,[-0.00343617  0.00282283  0.00221059],[ 0.03150096  0.00743182 -0.02607044],[-0.00148987 -0.04614171  0.00681804],[0. 0. 0.],[-0.00039498 -0.0013398   0.00098696],[ 0.01314423 -0.04381945  0.00924286],[ 0.00140203 -0.00172765  0.00032012],1.7694676697594076,1.766179316540209,2.3147326318913737,2.040252375435983,0.0,2.309052101156621,0.0,0.9862756452292585,0.004966116222345657,0.04155972500989303,0.04666650431621239,0.0,0.0017103160512181121,0.04667275028357809,0.0022478734722311236
information_assimilation_augmentation,[1.27633667 0.06856938 1.22318602],"quaternion(0.978878140449524, 0.0424565561115742, -0.199906945228577, -0.00568651268258691)",[1.26729476 0.06628392 1.22925234],[ 0.89590454 -0.06754328  2.13357234],[ 1.24002171 -0.22455801  1.6088959 ],[0. 0. 0.],[ 0.8948499  -0.08393288  2.13293457],[0. 0. 0.],NextButton (UnityEngine.GameObject),NextButton (UnityEngine.GameObject),NextButton (UnityEngine.GameObject),143.2907,[-0.37139022 -0.13382719  0.90432   ],0.00027013804411885056,[-0.00581203  0.00335041 -0.0024314 ],[ 0.00547236  0.00437699 -0.11301364],[ 0.0176972  -0.02793827 -0.00111555],[0. 0. 0.],[-0.00084194 -0.00075228 -0.00100432],[ 0.00690774 -0.0423657   0.00366319],[ 0.00113023 -0.00105272  0.00030838],1.7691582982872747,1.766774147866291,2.315024399603834,2.0436795592174724,0.0,2.3145649582910477,0.0,0.9867294874575923,0.007135594434924571,0.11323067870405759,0.03309051373298087,0.0,0.0015111067830628577,0.04308118758027302,0.0015750307658339122
information_assimilation_augmentation,[1.27439952 0.06968607 1.22237563],"quaternion(0.978245973587036, 0.035402424633503, -0.204311296343803, -0.00619866792112589)",[1.26726329 0.06639238 1.22923064],[ 0.89562392 -0.06779401  2.1332376 ],[ 1.24592018 -0.23386984  1.60852408],[0. 0. 0.],[ 0.89715225 -0.09805337  2.13415551],[0. 0. 0.],NextButton (UnityEngine.GameObject),NextButton (UnityEngine.GameObject),None,143.624,[-0.37163937 -0.13418639  0.90400696],0.0009188069514858288,[-0.01348724  0.00221603  0.00316125],[-0.08067015 -0.01150381 -0.08155951],[ 0.01590323 -0.00711963  0.01364043],[0. 0. 0.],[-0.01389697  0.0053666  -0.01178099],[ 0.02605802 -0.03853709  0.09170899],[-0.00258075 -0.01739112 -0.00364241],1.7672443142875296,1.766740550902047,2.3146146326174284,2.048014142352215,0.0,2.3171353784679365,0.0,0.9865852160943026,0.01402889521947612,0.11529078227892309,0.02212833104892382,0.0,0.018992580798604178,0.10283320190547252,0.017954895942488
information_assimilation_augmentation,[1.27136624 0.07018445 1.2230866 ],"quaternion(0.977063119411469, 0.0324989594519138, -0.210441097617149, -0.00246226717717946)",[1.26723397 0.06657487 1.2292788 ],[ 0.89249849 -0.06658706  2.13058805],[ 1.24949682 -0.23547104  1.61159182],[0. 0. 0.],[ 0.90301269 -0.10672036  2.15478086],[0. 0. 0.],Quad (UnityEngine.GameObject),NextButton (UnityEngine.GameObject),None,143.8489,[-0.37473547 -0.13316193  0.90130925],0.0023065220182516555,[-0.05337213  0.01068386 -0.02689303],[ 0.05401579  0.01313708 -0.40983533],[ 0.00447934 -0.06756567 -0.03041434],[0. 0. 0.],[-0.06249817  0.01289342 -0.00916161],[-8.26700072  2.02994209 14.01916606],[-0.00950056 -0.06032056 -0.01286196],1.76557038671454,1.76675989251749,2.3109290027287606,2.05278276714325,0.0,2.338782104723344,0.0,0.9851482850122227,0.060712143804014004,0.4135883098489237,0.07423083431722514,0.0,0.06446856960798718,16.40124942726998,0.062404011038819145
information_assimilation_augmentation,[1.2556268  0.07333513 1.21515584],"quaternion(0.960748553276062, 0.00895905215293169, -0.277169108390808, -0.00770373269915581)",[1.26684558 0.06692627 1.22943401],[ 0.87406778 -0.06278479  2.1278863 ],[ 1.25081778 -0.25539616  1.60262263],[0. 0. 0.],[-1.53492582  0.49190956  6.28903294],[0. 0. 0.],Quad (UnityEngine.GameObject),ScenarioMenu(Clone) (UnityEngine.GameObject),None,144.1438,[-0.3927778  -0.12971106  0.89845228],23.426077366515234,[-0.03058914 -0.03290634 -0.00605882],[-0.32172169 -0.02514599  0.53057011],[-0.10695148 -0.330759   -0.19034089],[0. 0. 0.],[-0.05196457  0.00570021 -0.03612793],[ 11.19937163  -3.81864816 -19.95904347],[ 6.65582927e-05 -5.55862679e-02 -7.99598527e-03],1.7488797588873115,1.7666026300282192,2.301268455805429,2.0489440191955843,0.0,6.492296015904544,0.0,0.9890985103056449,0.04533466624787749,0.621000650169981,0.3963203152606066,0.0,0.06354554350027611,23.202832047505836,0.05615846680323975
information_assimilation_augmentation,[1.24917555 0.06639518 1.21387804],"quaternion(0.958084762096405, 0.0411509200930595, -0.283279746770859, 0.0115268342196941)",[1.26548171 0.06710879 1.22898293],[ 0.86310846 -0.06158262  2.12026691],[ 1.22826171 -0.32515323  1.56247973],[0. 0. 0.],[ 0.82702166 -0.31344333  2.07967067],[0. 0. 0.],GearsCollection (UnityEngine.GameObject),ScenarioMenu(Clone) (UnityEngine.GameObject),None,144.3547,[-0.40237325 -0.12869141  0.89128399],0.06638413220337697,[-0.01545153  0.0071441  -0.01939035],[ 0.07860392  0.00195864 -0.23248203],[-0.13288524 -0.39337339 -0.23704664],[0. 0. 0.],[-0.06932494  0.012452   -0.04830032],[-0.42386524 -0.91921709 -0.30370622],[-0.00555088 -0.07404479 -0.0131972 ],1.7430856995578279,1.7653176993893205,2.290039391361434,2.0138754606053806,0.0,2.2599207137241684,0.0,0.98633303831637,0.02580259172251587,0.2454186387724711,0.47811318730131036,0.0,0.08540445010078825,1.056815630589366,0.07541623698220738
information_assimilation_augmentation,[1.24594927 0.06788687 1.20982933],"quaternion(0.961118459701538, 0.0263684075325727, -0.274795383214951, 0.00660023558884859)",[1.26361501 0.06710279 1.22821581],[ 0.84863341 -0.05898264  2.11018181],[ 1.20051527 -0.40728959  1.5129844 ],[0. 0. 0.],[ 0.7385186  -0.50537586  2.01625681],[0. 0. 0.],GearsCollection (UnityEngine.GameObject),ScenarioMenu(Clone) (UnityEngine.GameObject),None,144.5635,[-0.4149816  -0.12608543  0.88196599],0.22021408579625845,[-0.00925618  0.00937608 -0.02665813],[ 0.12278176  0.00910966 -0.11124855],[-0.18415231 -0.36514741 -0.35289915],[0. 0. 0.],[-0.86201427  0.14729132 -0.48445969],[-17.55098305  -8.52154289  14.02189147],[-0.08047513 -0.8673609  -0.16186256],1.7380118569053964,1.7634454253691978,2.2751977669615653,1.9738904496893581,0.0,2.2059252024917226,0.0,0.9828383809890627,0.029736236978611358,0.16593548632492405,0.5401689681520002,0.0,0.9997322253825867,24.026384233717682,0.8859969892149763
information_assimilation_augmentation,[1.24408507 0.06977521 1.20446038],"quaternion(0.962994635105133, 0.0197258070111275, -0.26879757642746, -0.000239873479586095)",[1.23973882 0.06691667 1.21615899],[ 0.67502373 -0.02931817  2.01261163],[ 1.163427   -0.48083028  1.44191051],[0. 0. 0.],[-2.79624939 -2.2216146   4.84026575],[0. 0. 0.],GearsCollection (UnityEngine.GameObject),ScenarioMenu(Clone) (UnityEngine.GameObject),None,144.7649,[-0.56471509 -0.09623484  0.79645264],24.851528583014264,[-0.0096687  -0.01144659 -0.02398597],[-0.08850111 -0.00650229  0.00851557],[-4.39526632  1.81651032 -5.44733852],[0. 0. 0.],[ 0.01133389 -0.00285937  0.00892606],[ 10.56384356   8.39295277 -18.28585474],[0.00142404 0.01634443 0.00298458],1.7330150209159527,1.737950766705863,2.1229983892402626,1.9141227856858711,0.0,6.015210271952449,0.0,0.9810713965444974,0.02828135448857384,0.08914730520928557,7.231291219063248,0.0,0.014707399108070254,22.724632685882074,0.01667561130864226
information_assimilation_augmentation,[1.24152577 0.0667453  1.1981113 ],"quaternion(0.964038014411926, 0.0200432986021042, -0.26493963599205, 0.00600560056045651)",[1.23957372 0.06696779 1.21560717],[ 0.67802382 -0.03007504  2.01497436],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,145.0296,[-0.5615499  -0.09704283  0.79936719],0.0,[-0.01047257  0.01305101  0.03571428],[-0.10648893 -0.0056397   0.10660193],[0. 0. 0.],[0. 0. 0.],[ 0.02855303 -0.00757016  0.01895542],[0. 0. 0.],[0.0040631  0.03959368 0.00766095],1.7266475746688088,1.7374488387230655,2.126203766404899,0.0,0.0,0.0,0.0,0.981704388559013,0.039439998375515206,0.1507835193057914,0.0,0.0,0.03509830062428646,0.0,0.04053219380001831
information_assimilation_augmentation,[1.23879766 0.07014509 1.20741487],"quaternion(0.963863134384155, 0.0274396985769272, -0.264641582965851, 0.0134099284186959)",[1.23870862 0.06698686 1.21465826],[ 0.68546188 -0.03204707  2.01991224],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,145.2901,[-0.55324674 -0.09903393  0.80525398],0.0,[-0.00060546 -0.00851617  0.0095923 ],[0.10431925 0.01097613 0.0031508 ],[0. 0. 0.],[0. 0. 0.],[ 0.04457472 -0.00222234  0.02193413],[0. 0. 0.],[-0.00028275  0.05261452  0.00627652],1.73129738761196,1.736168471753049,2.1332909953782777,0.0,0.0,0.0,0.0,0.9819998202922463,0.012841494321317325,0.10494240957077086,0.0,0.0,0.04972876803607882,0.0,0.052988320918273046
information_assimilation_augmentation,[1.23864436 0.06798879 1.20984364],"quaternion(0.96685391664505, 0.0265284348279238, -0.253875553607941, 0.00607623113319278)",[1.2379967  0.06704094 1.21450114],[ 0.6967482  -0.03260977  2.02546597],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,145.5433,[-0.5412485  -0.09965071  0.81096482],0.0,[-0.0010974  -0.00609575  0.00783113],[0.0078593  0.00159173 0.03219199],[0. 0. 0.],[0. 0. 0.],[ 0.04886417 -0.0072641   0.02645115],[0. 0. 0.],[0.00331355 0.05730459 0.00925305],1.7327965698292402,1.7355527465224128,2.142203030430688,0.0,0.0,0.0,0.0,0.9800735416611395,0.009984433193884666,0.03317569277700937,0.0,0.0,0.056036934458296224,0.0,0.05814133196392105
information_assimilation_augmentation,[1.23840261 0.0666459  1.21156883],"quaternion(0.966211378574371, 0.0285989083349705, -0.256096482276917, 0.00568056292831898)",[1.23744094 0.06696821 1.21492207],[ 0.70751297 -0.03421005  2.03129315],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,145.7636,[-0.52992797 -0.10117826  0.81637108],0.0,[0.00116709 0.00305409 0.00303709],[ 0.00786153  0.00066632 -0.00953945],[0. 0. 0.],[0. 0. 0.],[ 0.03037263 -0.00338119  0.01638245],[0. 0. 0.],[0.00119539 0.03483734 0.00509358],1.7337767225218301,1.735448203704628,2.1512547067639693,0.0,0.0,0.0,0.0,0.9785307547100714,0.0044624579307614536,0.012379373853307195,0.0,0.0,0.034674402849496,0.0,0.0352280252790005
information_assimilation_augmentation,[1.23868644 0.06738865 1.21230745],"quaternion(0.966462790966034, 0.027902964502573, -0.255234092473984, 0.00516726728528738)",[1.23707354 0.06690075 1.2155633 ],[ 0.7148996  -0.03503235  2.03527737],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,146.0068,[-0.52217394 -0.10193311  0.81971407],0.0,[ 0.00055333  0.00245074 -0.00957258],[ 0.01287173  0.0002828  -0.05553808],[0. 0. 0.],[0. 0. 0.],[-0.00355664 -0.00188572 -0.00159469],[0. 0. 0.],[ 0.00180952 -0.00162657  0.00095043],1.7345243423358008,1.7356326758350706,2.157466723367236,0.0,0.0,0.0,0.0,0.9772344337854811,0.009896802285826267,0.05701087398068592,0.0,0.0,0.004329974488219153,0.0,0.0026121659207675244
information_assimilation_augmentation,[1.23882079 0.06798369 1.20998323],"quaternion(0.963009357452393, 0.0256649162620306, -0.268203973770142, 0.00458252662792802)",[1.23629606 0.06688157 1.21576297],[ 0.71403605 -0.03549021  2.03489017],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,146.2496,[-0.52226001 -0.10237177  0.8191272 ],0.0,[-0.00227355 -0.00295755  0.00196195],[-0.01145752 -0.00055692  0.03157404],[0. 0. 0.],[0. 0. 0.],[-0.00751668 -0.00236785 -0.00470443],[0. 0. 0.],[ 0.0024506  -0.00734886  0.00064402],1.7330199512768507,1.7352177651327776,2.156822907810207,0.0,0.0,0.0,0.0,0.9768341065135322,0.004214906113832756,0.03359323162925298,0.0,0.0,0.009178172747463076,0.0,0.0077734139223944575
information_assimilation_augmentation,[1.23828673 0.06728896 1.21044409],"quaternion(0.962384819984436, 0.0278807245194912, -0.270202845335007, 0.00535133760422468)",[1.2358228  0.06685504 1.21578419],[ 0.71227038 -0.03604642  2.0337851 ],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,146.4845,[-0.52355242 -0.10290145  0.81800091],0.0,[ 0.00352284  0.00093952 -0.00047794],[-0.02653806 -0.00176826  0.04898067],[0. 0. 0.],[0. 0. 0.],[ 0.00323393 -0.00409348  0.00244911],[0. 0. 0.],[0.00301433 0.00562263 0.0026366 ],1.7329329880757396,1.7348944586544146,2.15520539375721,0.0,0.0,0.0,0.0,0.9766377710992391,0.003677162918918612,0.055735996708827874,0.0,0.0,0.005763075665512967,0.0,0.006903029088351148
information_assimilation_augmentation,[1.23912764 0.06751323 1.21033001],"quaternion(0.96199506521225, 0.0311922952532768, -0.271186321973801, 0.00711006484925747)",[1.2353313  0.06677596 1.21589816],[ 0.71304232 -0.03702353  2.03436971],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,146.7232,[-0.52228898 -0.10379948  0.81847155],0.0,[ 0.01401108 -0.00053275 -0.00608475],[ 0.03353631  0.00108398 -0.10578178],[0. 0. 0.],[0. 0. 0.],[0.01846366 0.00013541 0.00933169],[0. 0. 0.],[-0.00096139  0.02043695  0.00197835],1.7334630269701188,1.7346212173039077,2.156028802070231,0.0,0.0,0.0,0.0,0.9764506077436172,0.01528458139887179,0.11097586715257832,0.0,0.0,0.020688293110944538,0.0,0.02055497712716528
information_assimilation_augmentation,[1.24258137 0.0673819  1.20883012],"quaternion(0.963940560817719, 0.0234985463321209, -0.265035957098007, 0.00473391730338335)",[1.23538601 0.06680539 1.21605408],[ 0.71759361 -0.03699015  2.03666997],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,146.9697,[-0.5177924  -0.10379554  0.82061589],0.0,[ 0.00744123 -0.00191845 -0.00447443],[0.00382064 0.00181188 0.08247563],[0. 0. 0.],[0. 0. 0.],[ 0.04620111 -0.00368051  0.02586994],[0. 0. 0.],[0.00041547 0.05180048 0.00681413],1.734883001928549,1.7347706168734789,2.15970679160008,0.0,0.0,0.0,0.0,0.9758549695741707,0.008892293994678786,0.08258395966629534,0.0,0.0,0.05307864335785501,0.0,0.05224839219586921
information_assimilation_augmentation,[1.24426532 0.06694776 1.20781755],"quaternion(0.964633226394653, 0.0281732548028231, -0.262048184871674, 0.00445172656327486)",[1.23585558 0.06680577 1.21618271],[ 0.72804892 -0.03782305  2.04252434],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,147.196,[-0.50780666 -0.10462882  0.82634163],0.0,[-0.00110545 -0.00061648 -0.00421181],[-0.01119008 -0.00069744  0.02976332],[0. 0. 0.],[0. 0. 0.],[ 0.01866545 -0.00527332  0.01033318],[0. 0. 0.],[0.00313214 0.02010815 0.0044708 ],1.7353678078706356,1.7351952066989942,2.1687303853666515,0.0,0.0,0.0,0.0,0.9755282062959967,0.004397882661276271,0.031805025755053,0.0,0.0,0.021976841820402784,0.0,0.020835928781881324
information_assimilation_augmentation,[1.24395657 0.06677558 1.2066412 ],"quaternion(0.962879657745361, 0.0310790445655584, -0.268081545829773, 0.00540283415466547)",[1.2363869  0.06670883 1.21616054],[ 0.73326218 -0.03929589  2.04541039],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,147.4753,[-0.50312471 -0.10600471  0.82924986],0.0,[ 0.00448101 -0.00521207  0.00074336],[-0.00272945  0.00063246  0.04708257],[0. 0. 0.],[0. 0. 0.],[-0.03544805 -0.0094146  -0.01958521],[0. 0. 0.],[ 0.00962556 -0.04187047  0.00048765],1.7343211622948909,1.7355543986988933,2.1732283073905125,0.0,0.0,0.0,0.0,0.9757186099192031,0.0069135921328781266,0.047165857043819155,0.0,0.0,0.04157858991871577,0.0,0.04296539921141242
information_assimilation_augmentation,[1.24505889 0.0654934  1.20682406],"quaternion(0.960805356502533, 0.0351062640547752, -0.274932533502579, 0.00572832766920328)",[1.23669958 0.06652323 1.21596467],[ 0.72454196 -0.04161188  2.04059243],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,147.7213,[-0.51215762 -0.10813511  0.82462776],0.0,[ 0.00823152 -0.02203579  0.01247399],[-0.09709666 -0.00281689  0.4598629 ],[0. 0. 0.],[0. 0. 0.],[-0.01796335 -0.03092563 -0.00890927],[0. 0. 0.],[ 0.02606554 -0.02052574  0.01349713],1.735190294482336,1.735632819772276,2.1658047181359135,0.0,0.0,0.0,0.0,0.9767341331195403,0.02662582324978865,0.4700101936964442,0.0,0.0,0.036857176677627175,0.0,0.03581746528039467
