best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.4377417266368866,0.5461591482162476,0.4452916383743286,0.3446808457374573,0.0010000000474974513,92
