best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.3610714077949524,0.9663206934928894,0.5502512454986572,0.257009357213974,0.0010000000474974513,104
