best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
6.453023910522461,4.00758695602417,0.3637992739677429,0.30027052760124207,0.0010000000474974513,0
