best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.4587612748146057,0.5307888388633728,0.43483230471611023,0.46268656849861145,0.0010000000474974513,86
