best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.4930770993232727,0.8487831354141235,0.3608640432357788,0.3040604293346405,0.0010000000474974513,75
