loss,accuracy,f1_score,val_loss,val_accuracy,val_f1_score,lr
0.9368789792060852,0.16141429543495178,0.2318217158317566,0.9720205664634705,0.05065122991800308,0.2280680239200592,0.0010000000474974513
0.762906014919281,0.15065334737300873,0.23398427665233612,1.0492613315582275,0.15774239599704742,0.2727721035480499,0.0010000000474974513
0.6986801028251648,0.13259030878543854,0.24112458527088165,0.8398479223251343,0.18234442174434662,0.2772270441055298,0.0010000000474974513
0.6494609117507935,0.13989238440990448,0.24507035315036774,1.0898085832595825,0.19247467815876007,0.30135688185691833,0.0010000000474974513
0.6282423138618469,0.14565718173980713,0.2605011463165283,0.918264627456665,0.17221418023109436,0.29994162917137146,0.0010000000474974513
0.6335521936416626,0.13604919612407684,0.2703102231025696,0.9809843897819519,0.1172214150428772,0.2908516228199005,0.0010000000474974513
0.6534101366996765,0.14335127174854279,0.26697832345962524,0.9029046297073364,0.21997106075286865,0.3310924172401428,0.0010000000474974513
0.6222897171974182,0.1667947769165039,0.28332966566085815,0.9542874097824097,0.19971056282520294,0.33894991874694824,0.0010000000474974513
0.6429153084754944,0.1733282059431076,0.2765544354915619,0.7332172989845276,0.18089725077152252,0.3199630081653595,0.0010000000474974513
0.6052261590957642,0.1848578006029129,0.2862991690635681,0.7357812523841858,0.24891461431980133,0.348795622587204,0.0010000000474974513
0.5890617966651917,0.16794773936271667,0.28425124287605286,0.8380557894706726,0.21997106075286865,0.34196338057518005,0.0010000000474974513
0.5958788394927979,0.1717909276485443,0.2902681529521942,0.8926571011543274,0.2604920268058777,0.3583589196205139,0.0010000000474974513
0.5746458172798157,0.19523443281650543,0.29837891459465027,0.9326714873313904,0.26193922758102417,0.36810576915740967,0.0010000000474974513
0.5970401167869568,0.20176787674427032,0.3035706579685211,0.9023303985595703,0.3010130226612091,0.338935524225235,0.0010000000474974513
0.5846234560012817,0.19446580111980438,0.2990783751010895,0.829298734664917,0.29522430896759033,0.3501408100128174,0.0010000000474974513
0.5911514759063721,0.1979246735572815,0.2972355782985687,0.9197826981544495,0.2112879902124405,0.34326255321502686,0.0010000000474974513
0.5585724711418152,0.22136817872524261,0.3091479241847992,0.9395643472671509,0.23733718693256378,0.35367336869239807,0.0010000000474974513
0.5973141193389893,0.2059953808784485,0.29559674859046936,0.9015635251998901,0.31548479199409485,0.3532688319683075,0.0010000000474974513
0.5609080195426941,0.22367410361766815,0.3024338185787201,1.0236115455627441,0.29232996702194214,0.3556055724620819,0.0010000000474974513
0.5604906678199768,0.22059953212738037,0.31120142340660095,1.0439759492874146,0.29377713799476624,0.3551582098007202,0.0010000000474974513
0.5759041905403137,0.2094542682170868,0.30035993456840515,0.9702349901199341,0.28798842430114746,0.3476499915122986,0.0010000000474974513
0.5612095594406128,0.22021521627902985,0.3102450966835022,1.016156792640686,0.3010130226612091,0.3554486036300659,0.0010000000474974513
0.5812988877296448,0.22252114117145538,0.3025396764278412,1.084938645362854,0.3053545653820038,0.35557103157043457,0.0010000000474974513
0.559298038482666,0.21675634384155273,0.30750951170921326,1.0696196556091309,0.29232996702194214,0.3588294982910156,0.0010000000474974513
0.539210855960846,0.24942351877689362,0.3177182376384735,1.1697046756744385,0.3024601936340332,0.36503833532333374,0.0010000000474974513
0.583568811416626,0.23558801412582397,0.3083052635192871,1.4051586389541626,0.33863964676856995,0.35522955656051636,0.0010000000474974513
0.5581937432289124,0.2605687975883484,0.3169863522052765,1.22538423538208,0.33863964676856995,0.3681809604167938,0.0010000000474974513
0.5576805472373962,0.24058416485786438,0.3114128112792969,1.1416162252426147,0.3516642451286316,0.3572828471660614,0.0010000000474974513
0.5485699772834778,0.2394312024116516,0.32061609625816345,1.429429054260254,0.3068017363548279,0.36845606565475464,0.0010000000474974513
0.560825526714325,0.23712529242038727,0.3062594532966614,1.1991609334945679,0.2807525396347046,0.35431402921676636,0.0010000000474974513
0.5518189668655396,0.23212912678718567,0.3175815939903259,1.2621898651123047,0.36179450154304504,0.3683219254016876,0.0010000000474974513
0.54440838098526,0.24365872144699097,0.3203997313976288,1.2871084213256836,0.3096960783004761,0.3641485869884491,0.0010000000474974513
0.5537786483764648,0.24289008975028992,0.31928080320358276,1.220581293106079,0.2850940525531769,0.35985204577445984,0.0010000000474974513
0.5608043074607849,0.21214450895786285,0.30910757184028625,1.2044904232025146,0.3039073944091797,0.3569891154766083,0.0010000000474974513
0.5499056577682495,0.24289008975028992,0.3142077326774597,1.4078888893127441,0.3241678774356842,0.3537575304508209,0.0010000000474974513
0.5499606728553772,0.25134512782096863,0.3180127739906311,1.3161131143569946,0.3241678774356842,0.3625369071960449,0.0010000000474974513
0.5332940816879272,0.2609530985355377,0.32668980956077576,1.453046441078186,0.3024601936340332,0.3631573021411896,0.0010000000474974513
0.5454015731811523,0.2490392029285431,0.328269898891449,1.6718741655349731,0.3256150484085083,0.38416409492492676,0.0010000000474974513
0.5407341718673706,0.2390468865633011,0.325702428817749,1.3878331184387207,0.2793053686618805,0.3650345206260681,0.0010000000474974513
0.534769594669342,0.25326672196388245,0.3235509991645813,1.8261570930480957,0.3285094201564789,0.37132707238197327,0.0010000000474974513
0.5375624895095825,0.2509607970714569,0.32248780131340027,1.7485817670822144,0.3053545653820038,0.35535910725593567,0.0010000000474974513
0.5257505774497986,0.2505764663219452,0.32533830404281616,1.905521273612976,0.3531114459037781,0.3842473030090332,0.0010000000474974513
0.5481181740760803,0.25634127855300903,0.3277946412563324,2.7756035327911377,0.3531114459037781,0.3867560923099518,0.0010000000474974513
0.5980607867240906,0.22905457019805908,0.31884971261024475,1.7658445835113525,0.3487699031829834,0.3612457811832428,0.0010000000474974513
0.5734690427780151,0.24519599974155426,0.3247416615486145,1.60568106174469,0.3212735056877136,0.3680099844932556,0.0010000000474974513
0.5286755561828613,0.23059184849262238,0.32353225350379944,1.7636690139770508,0.3227207064628601,0.3692014515399933,0.0010000000474974513
0.529599130153656,0.25518831610679626,0.33048444986343384,1.9725868701934814,0.3444283604621887,0.3769420087337494,0.0010000000474974513
0.5230675935745239,0.24788624048233032,0.3314328193664551,1.8295531272888184,0.31693199276924133,0.3696902394294739,0.0010000000474974513
0.5305045247077942,0.24634896218776703,0.3227892220020294,1.707962989807129,0.3241678774356842,0.3633354902267456,0.0010000000474974513
0.5297296643257141,0.26633358001708984,0.3295366168022156,1.7008705139160156,0.308248907327652,0.3634722828865051,0.0010000000474974513
0.5189071893692017,0.2705610990524292,0.337701678276062,3.0226378440856934,0.29232996702194214,0.3718852698802948,0.0010000000474974513
