loss,accuracy,f1_score,val_loss,val_accuracy,val_f1_score,lr
0.7997652292251587,0.14492753148078918,0.21055644750595093,0.7778638601303101,0.05014535039663315,0.24496415257453918,0.001
0.7090268135070801,0.1631413996219635,0.23594272136688232,0.7390628457069397,0.10828488320112228,0.285184770822525,0.001
0.6796968579292297,0.18488053977489471,0.24887971580028534,0.742841899394989,0.14898255467414856,0.2730998992919922,0.001
0.657482385635376,0.2134743481874466,0.2606685161590576,0.7098456621170044,0.28052327036857605,0.3030149042606354,0.001
0.6584762334823608,0.2397179752588272,0.26535066962242126,0.7416743636131287,0.2071220874786377,0.28764671087265015,0.001
0.6429541110992432,0.23952212929725647,0.27079835534095764,0.7271254062652588,0.20494185388088226,0.30962783098220825,0.001
0.6374965310096741,0.2747747600078583,0.2772526443004608,0.755433201789856,0.17805232107639313,0.29481449723243713,0.001
0.6337828040122986,0.26204466819763184,0.27508556842803955,0.7245931625366211,0.15406976640224457,0.28604596853256226,0.001
0.6315566301345825,0.25205639004707336,0.2805342674255371,0.7149896621704102,0.15843023359775543,0.3044363558292389,0.001
0.6284137964248657,0.26263219118118286,0.2768471837043762,0.7081871628761292,0.19694767892360687,0.308078795671463,0.001
0.6203628778457642,0.2712495028972626,0.28915247321128845,0.7217262387275696,0.14607557654380798,0.3026634752750397,0.001
0.6207984685897827,0.26517823338508606,0.28838804364204407,0.7309964895248413,0.161337211728096,0.2945977449417114,0.001
0.6257419586181641,0.2734038531780243,0.28327229619026184,0.7261242270469666,0.17659883201122284,0.303598016500473,0.001
0.6186012029647827,0.27379554510116577,0.29496273398399353,0.7293605804443359,0.15697674453258514,0.2946619987487793,0.001
0.6143727898597717,0.28770074248313904,0.288025438785553,0.7091377377510071,0.25,0.30652227997779846,0.001
0.6289965510368347,0.28574225306510925,0.29290226101875305,0.7333747744560242,0.15188953280448914,0.29172319173812866,0.001
0.6290721893310547,0.2688993215560913,0.28730764985084534,0.7250697016716003,0.17223836481571198,0.2945812940597534,0.001
0.6108760833740234,0.28770074248313904,0.2952425181865692,0.7117971181869507,0.2071220874786377,0.30289503931999207,0.001
0.6121789216995239,0.30650216341018677,0.29658058285713196,0.7119834423065186,0.21511627733707428,0.29870671033859253,0.001
0.6147051453590393,0.2835879325866699,0.29361870884895325,0.7079659104347229,0.2383720874786377,0.3071417510509491,0.001
0.6077026128768921,0.31551116704940796,0.30230429768562317,0.7476468682289124,0.192587211728096,0.2917458713054657,0.001
0.6066750884056091,0.30199766159057617,0.3030672073364258,0.7153398990631104,0.23982557654380798,0.3001159131526947,0.001
0.6021488904953003,0.29866823554039,0.30310729146003723,0.714747965335846,0.21075581014156342,0.30321523547172546,0.001
0.6062660217285156,0.2855464220046997,0.30033719539642334,0.7152377963066101,0.19985465705394745,0.3012315034866333,0.001
0.6140375137329102,0.29573050141334534,0.29634106159210205,0.7133755683898926,0.17514534294605255,0.2977554202079773,0.001
0.5972175598144531,0.30199766159057617,0.301992267370224,0.738718569278717,0.1758720874786377,0.2955971658229828,0.001
0.6109552383422852,0.2773208022117615,0.2933470606803894,0.7440594434738159,0.1547965109348297,0.28854721784591675,0.001
0.600001871585846,0.27810418605804443,0.2985643744468689,0.720973551273346,0.24127906560897827,0.3061675429344177,0.001
0.6027838587760925,0.30336859822273254,0.2968003451824188,0.7779949903488159,0.17877906560897827,0.2847275733947754,0.001
0.6001622676849365,0.2914218604564667,0.3019932806491852,0.7683607339859009,0.1678779125213623,0.29571110010147095,0.001
0.6034270524978638,0.28065022826194763,0.3008328676223755,0.7288386225700378,0.22892442345619202,0.30633535981178284,0.001
0.5986568927764893,0.2920094132423401,0.30341511964797974,0.7505813241004944,0.17223836481571198,0.2945674657821655,0.001
0.601819634437561,0.2861339747905731,0.30430957674980164,0.7523859739303589,0.16424418985843658,0.2956114709377289,0.001
0.5974113345146179,0.2871131896972656,0.30045464634895325,0.7520268559455872,0.18386627733707428,0.3014181852340698,0.001
0.593730092048645,0.27007442712783813,0.30379682779312134,0.7384229898452759,0.17514534294605255,0.298714816570282,0.001
0.5980182886123657,0.2851547300815582,0.3015771508216858,0.7513770461082458,0.18313953280448914,0.3037686049938202,0.001
0.5995023846626282,0.2859381139278412,0.30426931381225586,0.7465776205062866,0.2252907007932663,0.3048187792301178,0.001
