best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.4065473973751068,0.6844274401664734,0.4834941625595093,0.41792452335357666,0.0010000000474974513,98
