headPosition,headRotation,gazeDirection,rightHandPosition,leftHandPosition,rightHandEndPoint,leftHandEndPoint,targetPosition,hitByHandPointer,hitByGazePointer,buttonClicked,stepChange,timestamp,headLinearVelocity,headAngularVelocity,rightHandVelocity,leftHandVelocity,gazeDirectionVelocity,headPositionNorm,headRotationNorm,gazeDirectionNorm,rightHandPositionNorm,leftHandPositionNorm,rightHandEndPointNorm,leftHandEndPointNorm,targetPositionNorm,headLinearVelocityNorm,headAngularVelocityNorm,rightHandVelocityNorm,leftHandVelocityNorm,gazeDirectionVelocityNorm
[3.2361455  0.05519591 5.27254534],[ 7.38431358 34.38539124 -2.22286916],[ 0.52288228 -0.01569027  0.85226047],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,None,None,0,1010.74475097656,[-0.00307132  0.00206921  0.00209228],[-0.00627381  0.00453566  0.00229377],[0. 0. 0.],[0. 0. 0.],[-0.00234447 -0.00117766  0.00141575],6.186713069108943,35.23952844177194,0.999999987734096,0.0,0.0,0.0,0.0,0.0,0.00425350171046668,0.008074297170807477,0.0,0.0,0.002981236172802567
[3.23547983 0.05564438 5.27299881],[ 7.30640507 34.44171524 -2.19438505],[ 0.52237415 -0.01594551  0.85256732],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,MediasManager (UnityEngine.GameObject),None,0,1010.96148681641,[-0.00059505 -0.00010625 -0.00062855],[ 0.00281649 -0.00570341 -0.01344031],[0. 0. 0.],[0. 0. 0.],[-1.49747793e-04 -8.74191996e-03 -8.27553594e-05],6.186755408647064,35.27648833814136,1.0000000209525508,0.0,0.0,0.0,0.0,0.0,0.0008720344615648333,0.014869547324483402,0.0,0.0,0.008743594081459307
[3.23533583 0.05561867 5.2728467 ],[ 7.34545803 34.36263275 -2.38074613],[ 0.52233791 -0.01806109  0.85254729],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,1,1011.20349121094,[-0.00577778 -0.01560471  0.0124046 ],[ 0.12153322 -0.09972322  0.02164112],[0. 0. 0.],[0. 0. 0.],[-0.01527124 -0.02657051  0.00866924],6.186550222644911,35.21951497976834,0.999999988558757,0.0,0.0,0.0,0.0,0.0,0.020754848054119823,0.15869273357260558,0.0,0.0,0.03184899518082242
[3.23412871 0.05235848 5.27543831],[ 8.80026245 33.16890335 -2.12169266],[ 0.5191474  -0.02361229  0.85435849],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,0,1011.41241455078,[-0.0183555  -0.00428861 -0.00131656],[ 0.09668008 -0.24532437 -0.03582356],[0. 0. 0.],[0. 0. 0.],[-0.21749593 -0.18654349  0.11565181],6.188099812987788,34.382006172400374,0.9999999979861594,0.0,0.0,0.0,0.0,0.0,0.01889576688086417,0.2661097741528055,0.0,0.0,0.308995619244735
[3.23039913 0.05148709 5.2751708 ],[ 9.92578316 30.31291008 -2.53873992],[ 0.47495526 -0.06151532  0.87785733],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,0,1011.61560058594,[-0.00819958 -0.00842394  0.00037488],[ 0.05924826 -0.10753061 -0.01387098],[0. 0. 0.],[0. 0. 0.],[-0.08527578 -0.05569872  0.04076081],6.185915976859873,31.99748254444238,1.000000061079671,0.0,0.0,0.0,0.0,0.0,0.011761649448211182,0.12355400939410761,0.0,0.0,0.10970756765461107
[3.2286365  0.04967623 5.27525139],[10.65552235 28.98849487 -2.70958376],[ 0.45662388 -0.07348865  0.88661951],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,0,1011.83056640625,[-0.00854499 -0.0171441  -0.01385194],[ 0.19521185  0.00064384 -0.0694027 ],[0. 0. 0.],[0. 0. 0.],[ 0.0439698  -0.03896042 -0.02642151],6.1850496045180146,31.00346489717009,1.000000051541686,0.0,0.0,0.0,0.0,0.0,0.023639230523462576,0.20718304581370775,0.0,0.0,0.06441547591263641
[3.22663951 0.04566959 5.27201414],[13.269454   28.99711609 -3.63890195],[ 0.46689978 -0.08259384  0.88044471],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,0,1012.06427001953,[-0.01912868 -0.00340301 -0.035078  ],[ 0.07093893  0.00573721 -0.04747826],[0. 0. 0.],[0. 0. 0.],[ 0.03566281 -0.01325788 -0.02040048],6.1812151991199125,32.09599287117391,1.0000000139845133,0.0,0.0,0.0,0.0,0.0,0.040099290688375706,0.08555368296768619,0.0,0.0,0.043171596903143185
[3.22220993 0.04488157 5.26389122],[14.21065998 29.07323647 -4.26883554],[ 0.47515813 -0.08566393  0.87572062],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,0,1012.29583740234,[-0.03662168 -0.00297957 -0.0477373 ],[ 0.07260555  0.12347704 -0.03245666],[17.47226398 -1.4161801  26.73922601],[0. 0. 0.],[-0.00405188  0.02970115  0.00499649],6.171969051101532,32.64075508581415,1.0000000786520957,0.0,0.0,0.0,0.0,0.0,0.06024014398267604,0.14687266696989798,31.972985189068165,0.0,0.03038981668613651
[3.21479797 0.04427852 5.25422955],[15.05261135 30.50510597 -4.64521074],[ 0.47433805 -0.07965264  0.87673187],[ 3.53625655 -0.28662434  5.41182089],[0. 0. 0.],[ 3.7145505  -0.16077325  5.78401852],[0. 0. 0.],[0. 0. 0.],GearsCollection (UnityEngine.GameObject),GearsCollection (UnityEngine.GameObject),None,0,1012.49822998047,[-0.03385259  0.01329673 -0.03670665],[-0.13522832  0.09348814  0.0446198 ],[0.13763808 0.6932799  0.54613717],[0. 0. 0.],[ 0.11437495 -0.03645817 -0.06736413],6.159855088946387,34.33250037081073,0.9999999545378374,6.471094902927881,0.0,6.875943834688525,0.0,0.0,0.05167377224559159,0.17034569765205046,0.8932228506035231,0.0,0.13765447343986031
[3.20799398 0.04695102 5.24685192],[13.49534798 31.58169746 -4.1313777 ],[ 0.49732614 -0.08698032  0.86319244],[ 3.56392026 -0.14728287  5.52158833],[0. 0. 0.],[ 3.68382597 -0.02194771  5.8040657 ],[0. 0. 0.],[0. 0. 0.],GearsCollection (UnityEngine.GameObject),GearsCollection (UnityEngine.GameObject),None,0,1012.69921875,[-0.0349617  -0.0067076  -0.00638445],[0.04831484 0.06835442 0.04878922],[0.11652542 0.07999021 0.30136082],[0. 0. 0.],[ 0.08515192 -0.03078352 -0.05366434],6.15003129119529,34.59185328070678,1.000000024113124,6.573519414711933,0.0,6.874462464616279,0.0,0.0,0.0361673008584715,0.09688672858115148,0.33285875767295653,0.0,0.10525367474716686
