headPosition,headRotation,gazeDirection,rightHandPosition,leftHandPosition,rightHandEndPoint,leftHandEndPoint,targetPosition,hitByHandPointer,hitByGazePointer,buttonClicked,stepChange,timestamp,headLinearVelocity,headAngularVelocity,rightHandVelocity,leftHandVelocity,gazeDirectionVelocity,headPositionNorm,headRotationNorm,gazeDirectionNorm,rightHandPositionNorm,leftHandPositionNorm,rightHandEndPointNorm,leftHandEndPointNorm,targetPositionNorm,headLinearVelocityNorm,headAngularVelocityNorm,rightHandVelocityNorm,leftHandVelocityNorm,gazeDirectionVelocityNorm
[-0.2790966   0.06946716  0.02575603],[  2.23483706 144.287323    -3.75536895],[ 0.88174504  0.03432282 -0.470476  ],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,None,None,0,63.7018928527832,[ 0.03829142 -0.04390135 -0.03500329],[-0.31898895 -0.15952656 -0.16856265],[0. 0. 0.],[0. 0. 0.],[-0.32115531 -0.03624529 -0.51915951],0.2887628332026784,144.3534858274697,1.0000000202789274,0.0,0.0,0.0,0.0,0.0,0.06796169196601312,0.3944819926081773,0.0,0.0,0.6115399024048116
[-0.27087095  0.06003641  0.01823672],[ -1.6913141  142.32385254  -5.83005667],[ 0.81275541  0.02653672 -0.58200032],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,None,None,0,63.9167098999023,[-0.02723975  0.03573694 -0.01596365],[0.16112502 0.13971746 0.209558  ],[0. 0. 0.],[0. 0. 0.],[-0.25683685 -0.07027377 -0.33024149],0.27804320115026515,142.45325235211038,0.9999999570538157,0.0,0.0,0.0,0.0,0.0,0.04768616663056369,0.2989929677371483,0.0,0.0,0.4242204710501423
[-0.27644414  0.06734809  0.0149706 ],[  0.19748546 143.96170044  -3.37349796],[ 0.76020724  0.01215888 -0.64956689],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,None,None,0,64.1213073730469,[-0.01246728  0.00260026 -0.02196452],[-0.09553015 -0.01459824  0.15440889],[0. 0. 0.],[0. 0. 0.],[-0.29228727 -0.1386675  -0.31116324],0.28492322723936764,144.0013565298345,1.000000011425486,0.0,0.0,0.0,0.0,0.0,0.025389650794701922,0.18215713894788144,0.0,0.0,0.44886867415495973
[-0.27913749  0.06790984  0.01022552],[ -0.98497081 143.78100586  -1.46225059],[ 0.69706327 -0.017798   -0.71678871],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,None,None,0,64.3373413085938,[-0.01916983 -0.00255999  0.0138077 ],[ 0.1780599   0.12990027 -0.17238718],[0. 0. 0.],[0. 0. 0.],[-0.91351961 -0.45913304 -0.65574621],0.2874613830069948,143.79181475388367,1.0000000105056264,0.0,0.0,0.0,0.0,0.0,0.023763179503668134,0.27981555923926116,0.0,0.0,1.214629296148877
[-0.2832585   0.06735951  0.01319381],[  1.2082057  145.3809967   -3.58555579],[ 0.5006808  -0.11649942 -0.85775673],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,0,64.5523147583008,[-0.01049616  0.01573664  0.03744132],[-0.01732663  0.058054    0.41738597],[0. 0. 0.],[0. 0. 0.],[-0.32740203  0.09502561 -0.18499846],0.29145626825472576,145.4302244171679,0.9999999981700078,0.0,0.0,0.0,0.0,0.0,0.0419483436820066,0.4217600345192697,0.0,0.0,0.3878741874535522
[-0.28553435  0.07077164  0.02131211],[  0.99295187 146.10221863   1.59975302],[ 0.42969108 -0.09589526 -0.89786947],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,0,64.7691421508789,[-0.00783965 -0.0080976   0.0410388 ],[ 0.03760668  0.00522349 -0.26492688],[0. 0. 0.],[0. 0. 0.],[ 0.05900752 -0.0158743   0.03049579],0.29494524515852555,146.11435059962952,0.9999999515625212,0.0,0.0,0.0,0.0,0.0,0.042558362644769934,0.2676337036276058,0.0,0.0,0.0682925603488701
[-0.28722948  0.06902074  0.03018571],[  1.45885205 146.16693115  -1.68236279],[ 0.44244996 -0.09932768 -0.89127553],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,0,64.9853668212891,[-0.00225551  0.01409     0.01339887],[-0.03571854 -0.01943381  0.15703776],[0. 0. 0.],[0. 0. 0.],[0.3979052  0.02638712 0.21793387],0.29694412458041264,146.1838922603281,1.0000000067077788,0.0,0.0,0.0,0.0,0.0,0.01957409363456661,0.16221696678168443,0.0,0.0,0.4544447175383352
[-0.28768396  0.07185987  0.03288558],[1.04647803e+00 1.45942566e+02 1.30653188e-01],[ 0.52262783 -0.09401067 -0.84736186],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,0,65.1868667602539,[-0.0101891  -0.00268925 -0.00412865],[ 0.07732697 -0.03393932  0.03394765],[0. 0. 0.],[0. 0. 0.],[-0.00256012 -0.00954785 -0.00050756],0.2983410232941496,145.94637622513886,0.9999999911167412,0.0,0.0,0.0,0.0,0.0,0.011317932879793512,0.09101527251099893,0.0,0.0,0.009898142700472205
[-0.2898581   0.07128605  0.03200462],[  1.99185514 145.52763367   0.54568738],[ 0.52208155 -0.09604798 -0.84747016],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,0,65.4002456665039,[-0.01070465 -0.00508245 -0.00917084],[ 0.02222549 -0.20777964 -0.07199965],[0. 0. 0.],[0. 0. 0.],[ 0.30019734 -0.04497986  0.20591526],0.30020612167475286,145.54228740247578,1.0000000216468334,0.0,0.0,0.0,0.0,0.0,0.014984163476800401,0.22102103856938105,0.0,0.0,0.3668006614586454
[-0.29199982  0.07026918  0.03016978],[  2.24663377 143.14578247  -0.27966997],[ 0.58214301 -0.10504725 -0.80627203],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,0,65.6003189086914,[-0.00075364 -0.02339468  0.00905686],[ 0.07197223 -0.94075157 -0.28038259],[0. 0. 0.],[0. 0. 0.],[ 0.4515379  -0.05282124  0.37609858],0.30184742259912406,143.16368470296516,0.9999999965632205,0.0,0.0,0.0,0.0,0.0,0.025097921445727502,0.984280400272912,0.0,0.0,0.5900226246993332
