headPosition,headRotation,gazeDirection,rightHandPosition,leftHandPosition,rightHandEndPoint,leftHandEndPoint,targetPosition,hitByHandPointer,hitByGazePointer,buttonClicked,stepChange,timestamp,headLinearVelocity,headAngularVelocity,rightHandVelocity,leftHandVelocity,gazeDirectionVelocity,headPositionNorm,headRotationNorm,gazeDirectionNorm,rightHandPositionNorm,leftHandPositionNorm,rightHandEndPointNorm,leftHandEndPointNorm,targetPositionNorm,headLinearVelocityNorm,headAngularVelocityNorm,rightHandVelocityNorm,leftHandVelocityNorm,gazeDirectionVelocityNorm
[-0.9613747   0.06358362 -0.06428431],[ -1.46309471 142.33680725   1.73867393],[ 0.64386791 -0.00247739 -0.76513267],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,None,None,0,1052.59753417969,[ 0.00013277 -0.0035661   0.00386293],[-0.00033705 -0.00248682 -0.02069763],[0. 0. 0.],[0. 0. 0.],[0.01344787 0.00047539 0.01136273],0.9656172446324671,142.35494487918137,1.0000000094416033,0.0,0.0,0.0,0.0,0.0,0.005258980600110236,0.02084921492988674,0.0,0.0,0.01761200797249496
[-0.96134365  0.06274956 -0.06338082],[ -1.46761143 142.30348206   1.46131074],[ 0.64701319 -0.0023662  -0.76247507],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,MediasManager (UnityEngine.GameObject),None,0,1052.83142089844,[ 0.03732001 -0.00777201  0.02138617],[ 0.07943346 -0.40316417  0.03554135],[0. 0. 0.],[0. 0. 0.],[ 0.39725456 -0.03794917  0.38207556],0.9654720303529972,142.318552260672,0.9999999505222046,0.0,0.0,0.0,0.0,0.0,0.04370990055077687,0.41244903488562606,0.0,0.0,0.5524790105242872
[-0.95297945  0.06100769 -0.05858773],[ -0.44759107 137.12637329   1.91770411],[ 0.73604631 -0.01087141 -0.67684388],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,PrincipalMenuButton (UnityEngine.GameObject),None,1,1053.05554199219,[ 0.00468165  0.00438258 -0.00446752],[-0.05573287 -0.26220175 -0.01496882],[0. 0. 0.],[0. 0. 0.],[0.01009368 0.00399353 0.01094803],0.956725814070558,137.14051253639616,1.0000000021486963,0.0,0.0,0.0,0.0,0.0,0.007815599139396202,0.2684771462429264,0.0,0.0,0.015417194840867602
[-0.95202506  0.06190111 -0.05949847],[ -1.09856045 134.06381226   1.7428658 ],[ 0.73810399 -0.0100573  -0.67461205],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,PrincipalMenuButton (UnityEngine.GameObject),None,0,1053.25939941406,[-0.01934656 -0.01126618 -0.00944461],[ 0.16341557  0.09317538 -0.25834971],[0. 0. 0.],[0. 0. 0.],[-0.58601596 -0.45811786 -0.50233787],0.9558888646995061,134.07964115719366,1.0000000273670226,0.0,0.0,0.0,0.0,0.0,0.024298493311259387,0.3195792174649996,0.0,0.0,0.8975689475817321
[-0.95630199  0.0594105  -0.06158638],[  0.97131675 135.2440033   -1.5294795 ],[ 0.60855383 -0.11133311 -0.78566355],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,0,1053.48046875,[-0.04510261 -0.01256748 -0.0158017 ],[ 0.0436777   0.30810674 -0.23800415],[0. 0. 0.],[0. 0. 0.],[-0.02161148 -0.01214533 -0.01491124],0.960122898659838,135.2561392000053,1.000000013764952,0.0,0.0,0.0,0.0,0.0,0.04941538974599702,0.3917696809010199,0.0,0.0,0.02892940362521155
[-0.96537536  0.05688228 -0.06476524],[  1.47475898 138.79533386  -4.27278662],[ 0.6042062  -0.11377641 -0.78866327],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,0,1053.681640625,[-0.04743609  0.00313778  0.01100468],[ 0.00337015  0.15297922 -0.01716531],[0. 0. 0.],[0. 0. 0.],[-0.02775922  0.03404053 -0.0258474 ],0.9692160349963886,138.8689177659362,0.9999999794672036,0.0,0.0,0.0,0.0,0.0,0.04879683882256556,0.15397613134002652,0.0,0.0,0.050964891865064255
[-0.97488922  0.05751159 -0.06255812],[  1.5134865  140.55326843  -4.47003889],[ 0.59863877 -0.10694919 -0.79384726],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,0,1053.88220214844,[-0.02542964  0.01282344  0.01769102],[-0.11420084 -0.11941654  0.13939079],[0. 0. 0.],[0. 0. 0.],[-0.15793599  0.3182188  -0.14075185],0.9785857606941725,140.6324754677113,0.9999999930100085,0.0,0.0,0.0,0.0,0.0,0.0335272913326734,0.21617569757527536,0.0,0.0,0.38212310250277187
[-0.98075616  0.06047013 -0.05847657],[ 3.87989311e-03  1.38974716e+02 -2.62744951e+00],[ 0.5622009  -0.03353201 -0.82632053],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,0,1054.11291503906,[-0.01796216  0.01115202  0.01496867],[-0.07458165 -0.11398518  0.03814804],[0. 0. 0.],[0. 0. 0.],[0.02190494 0.03727694 0.0136398 ],0.9843570482461533,138.99955124071067,0.9999999342770207,0.0,0.0,0.0,0.0,0.0,0.02590497374575442,0.1414578245821286,0.0,0.0,0.04533697074998033
[-0.98436087  0.06270815 -0.05547261],[ -0.85368395 137.66407776  -2.18881106],[ 0.56659687 -0.02605114 -0.82358325],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,0,1054.31359863281,[-0.00241284  0.01544494 -0.00286355],[-0.1010062   0.18725673  0.20659467],[0. 0. 0.],[-2.35318912 -0.60903079 -0.46062304],[-0.00583815  0.12222132 -0.00455925],0.9879149014966864,137.68412390444564,1.000000015920327,0.0,0.0,0.0,0.0,0.0,0.01589237952242113,0.29656144793605693,0.0,2.4739828496366902,0.1224455862234376
[-0.98524183  0.06834729 -0.05651813],[ -2.96667242 141.58137512   2.13302422],[ 0.56446528  0.01857337 -0.82524788],[0. 0. 0.],[-0.8591783  -0.22236463 -0.16817914],[0. 0. 0.],[-0.72202134  0.27357671 -1.18298984],[0. 0. 0.],GearsCollection (UnityEngine.GameObject),ScenarioMenu(Clone) (UnityEngine.GameObject),None,0,1054.6787109375,[-0.00359422 -0.01524294  0.00443306],[-0.03337158  0.20390058 -0.05730607],[0. 0. 0.],[4.05203723 1.04871104 0.79316264],[-0.42667292 -0.01042557 -0.25999107],0.9892255126812423,141.6285166165759,1.000000048505666,0.0,0.9032815799943884,0.0,1.4126655595750535,0.0,0.016276293485507774,0.21441337056892887,0.0,4.260036098676635,0.49975376888260564
