headPosition,headRotation,gazeDirection,rightHandPosition,leftHandPosition,rightHandEndPoint,leftHandEndPoint,targetPosition,hitByHandPointer,hitByGazePointer,buttonClicked,stepChange,timestamp,headLinearVelocity,headAngularVelocity,rightHandVelocity,leftHandVelocity,gazeDirectionVelocity,headPositionNorm,headRotationNorm,gazeDirectionNorm,rightHandPositionNorm,leftHandPositionNorm,rightHandEndPointNorm,leftHandEndPointNorm,targetPositionNorm,headLinearVelocityNorm,headAngularVelocityNorm,rightHandVelocityNorm,leftHandVelocityNorm,gazeDirectionVelocityNorm
[2.91436338 0.09397238 5.64697742],[ 5.85082817 16.82501793  2.37072182],[ 0.26322198 -0.02478506  0.96441686],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,None,None,0,144.6591796875,[ 0.01306702 -0.00445204 -0.00350538],[0.07723051 0.06364006 0.00684192],[0. 0. 0.],[0. 0. 0.],[ 0.21645048 -0.13983831 -0.07011473],6.355367713889872,17.970357273337566,0.9999999962599022,0.0,0.0,0.0,0.0,0.0,0.014242730021570667,0.10030663831750634,0.0,0.0,0.2670611134286046
[2.91699409 0.09307608 5.64627171],[ 6.74168539 17.55910873  2.44964361],[ 0.30679876 -0.05293794  0.95030105],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,0,144.860504150391,[ 0.00226299 -0.00159884  0.00570299],[-0.00311839 -0.14256099 -0.00966176],[0. 0. 0.],[0. 0. 0.],[ 0.15515132 -0.15785656 -0.06519299],6.355934382908195,18.967692934737773,0.9999999948138882,0.0,0.0,0.0,0.0,0.0,0.006340462942248582,0.14292203799794423,0.0,0.0,0.23073957455983643
[2.91750383 0.09271594 5.6475563 ],[ 6.70143986 15.71923256  2.32494998],[ 0.34174663 -0.08849517  0.93561631],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,0,145.085754394531,[ 0.00529803 -0.00315248  0.0018592 ],[ 0.03316827 -0.05776003  0.05788523],[0. 0. 0.],[0. 0. 0.],[-0.23597443 -0.03162361  0.07636423],6.357304230821756,17.245549014812248,1.0000000199919514,0.0,0.0,0.0,0.0,0.0,0.006439246310926619,0.08824429577500771,0.0,0.0,0.2500309563564995
[2.91858816 0.09207074 5.64793682],[ 7.09038782 15.04190922  3.0037415 ],[ 0.29345065 -0.09496745  0.95124549],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,0,145.290420532227,[ 0.00690099 -0.00069618 -0.00141673],[-0.01104273 -0.10818532  0.00440726],[0. 0. 0.],[0. 0. 0.],[-0.38734267 -0.01422587  0.10090126],6.3581305594109665,16.89837552511997,1.0000000390692945,0.0,0.0,0.0,0.0,0.0,0.007079229567062757,0.10883670850880392,0.0,0.0,0.4005218867217258
[2.9199934  0.09192897 5.64764833],[ 6.96155167 13.77970505  3.05516124],[ 0.21457663 -0.09786424  0.97179186],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,0,145.494049072266,[ 0.01597251 -0.00317211 -0.01226458],[-0.00174207 -0.03477613  0.00073674],[0. 0. 0.],[0. 0. 0.],[-0.21881918  0.00438144  0.04353681],6.358517445586937,15.737772491350485,0.9999999831548089,0.0,0.0,0.0,0.0,0.0,0.020386351087974038,0.03482753256344458,0.0,0.0,0.22315125980995204
[2.92324805 0.09128261 5.64514923],[ 6.94121313 13.37369633  3.06376266],[ 0.16998875 -0.09697145  0.98066318],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,0,145.697814941406,[ 0.01459064  0.00209543 -0.02958948],[-0.00709193 -0.06248351  0.04900346],[0. 0. 0.],[0. 0. 0.],[-0.07681597 -0.00054223  0.01262339],6.35778432560968,15.37604743904925,0.9999999557259266,0.0,0.0,0.0,0.0,0.0,0.033057752883780274,0.07972342044664008,0.0,0.0,0.07784817087259757
[2.92626476 0.09171585 5.63903141],[ 6.85720015 12.63349915  3.64427137],[ 0.15410654 -0.09708356  0.98327315],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,0,145.904571533203,[ 0.02931647 -0.00018345 -0.03523376],[-0.01422138 -0.07172366  0.01555558],[0. 0. 0.],[0. 0. 0.],[ 0.06912514  0.00213572 -0.01114327],6.353747910092949,14.829268638188248,1.0000000644524547,0.0,0.0,0.0,0.0,0.0,0.04583565188033404,0.07475631910847094,0.0,0.0,0.07005011209876265
[2.932374   0.09167762 5.63168907],[ 6.68739939 11.77713108  3.83000231],[ 0.16851148 -0.0966385   0.98095101],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,0,146.11296081543,[ 0.04448379 -0.00038403 -0.04884823],[-0.01892663 -0.15217327 -0.03305178],[0. 0. 0.],[0. 0. 0.],[-0.05486704  0.08589467  0.01674245],6.350050697836399,14.074482041439236,1.0000000025378104,0.0,0.0,0.0,0.0,0.0,0.06606893809785576,0.15686727116881555,0.0,0.0,0.10328889365887299
[2.94173694 0.09159679 5.62140751],[6.45915174 9.94198227 3.43141103],[ 0.15696308 -0.07855941  0.98447496],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,0,146.323440551758,[ 0.04858876 -0.00163021 -0.05351833],[-0.01636144 -0.23978048  0.00808532],[0. 0. 0.],[0. 0. 0.],[-0.21522566  0.1307276   0.03807006],6.345268202086303,12.342537597600115,0.9999999654662464,0.0,0.0,0.0,0.0,0.0,0.07230309224432888,0.24047400500131236,0.0,0.0,0.2546784601378093
[2.95158577 0.09126635 5.61055946],[6.26913452 7.15723753 3.52531171],[ 0.11333732 -0.05206122  0.99219167],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,0,146.526138305664,[ 0.05571476 -0.00555764 -0.05266199],[ 0.04666573 -0.25677929 -0.06544904],[0. 0. 0.],[0. 0. 0.],[-0.21060864  0.06871129  0.02263138],6.34023387546173,10.146719634814609,1.000000017159728,0.0,0.0,0.0,0.0,0.0,0.07686551409297596,0.2690666697202211,0.0,0.0,0.22268681808380822
[2.96280336 0.09014738 5.59995651],[6.80746651 4.1950531  2.77029705],[ 0.07093344 -0.03822691  0.99674827],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,0,146.727478027344,[ 0.02182215 -0.01278464 -0.02623326],[ 0.05527072 -0.08033185 -0.05801715],[0. 0. 0.],[0. 0. 0.],[-0.26923814 -0.00053868  0.0112527 ],6.336074752029033,8.462541964916166,0.9999999801770795,0.0,0.0,0.0,0.0,0.0,0.0364395003893468,0.11346386046197089,0.0,0.0,0.26947372176046064
[2.96752834 0.08737922 5.59427643],[7.49314451 3.19847155 2.05054736],[ 0.0126374  -0.03834355  0.99918473],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,0,146.944000244141,[-0.02533813 -0.00717172 -0.00432756],[ 0.02584566  0.3257203  -0.09262741],[0. 0. 0.],[0. 0. 0.],[ 0.33280285 -0.06349803 -0.01930744],6.3332289040154235,8.401320098251071,1.000000025678741,0.0,0.0,0.0,0.0,0.0,0.02668674275145494,0.3396197116633654,0.0,0.0,0.3393560253307835
[2.96196127 0.08580351 5.59332561],[7.81850338 7.29881144 0.88450438],[ 0.08575795 -0.05229478  0.99494267],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,0,147.163711547852,[-0.07596669  0.00177733  0.02581434],[-0.00423347  0.16695598 -0.04988544],[0. 0. 0.],[0. 0. 0.],[ 0.3578688  -0.05984563 -0.0482797 ],6.329760519801491,10.732380512663692,1.0000000382652015,0.0,0.0,0.0,0.0,0.0,0.08025258155738425,0.17430082609108977,0.0,0.0,0.3660362061316839
[2.94584084 0.08618066 5.59880352],[7.76703119 9.32872772 0.27797759],[ 0.16169913 -0.06499426  0.98469752],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,0,147.375915527344,[-0.10461829  0.01455765  0.03892949],[ 0.0478882   0.16431902 -0.01846843],[0. 0. 0.],[0. 0. 0.],[ 0.20388762 -0.00246546 -0.03806872],6.327085126130634,12.142042908924289,1.0000000351329663,0.0,0.0,0.0,0.0,0.0,0.11257182533880009,0.1721484934428121,0.0,0.0,0.20742581469526786
[2.92465091 0.08912925 5.6066885 ],[ 8.32277298 11.2356472   0.06365173],[ 0.20299558 -0.06549363  0.97698689],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,0,147.578460693359,[-0.0861871  -0.00019213  0.02065723],[-0.03403791  0.11824754 -0.04404512],[0. 0. 0.],[0. 0. 0.],[ 0.14489389  0.07430598 -0.02810122],6.324277261738257,13.982573784993463,0.999999997922542,0.0,0.0,0.0,0.0,0.0,0.08862829102471721,0.13069442559819386,0.0,0.0,0.16524314732393688
[2.90629196 0.08908832 5.61108875],[ 7.90734959 12.67882633 -0.47390702],[ 0.23385982 -0.04966551  0.97100097],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,0,147.791473388672,[-0.08565279 -0.00318902  0.01416292],[-0.00815272 -0.02065013 -0.09685111],[0. 0. 0.],[0. 0. 0.],[ 0.09525198  0.06273318 -0.02116818],6.319714130129405,14.950030184228796,0.9999999809807684,0.0,0.0,0.0,0.0,0.0,0.08687438656134107,0.09936313668927578,0.0,0.0,0.11600207950667502
[2.88853955 0.08842736 5.61402416],[ 7.81053495 12.43360329 -1.62402666],[ 0.25360176 -0.03666342  0.96661365],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,0,147.998733520508,[-0.07977154 -0.010075    0.00555566],[-0.00448699  0.15714015 -0.0011924 ],[0. 0. 0.],[0. 0. 0.],[ 0.08664527  0.0324867  -0.02247682],6.314170368393645,14.7728267281778,1.0000000040866839,0.0,0.0,0.0,0.0,0.0,0.08059696168639215,0.15720871547910328,0.0,0.0,0.09522602404156032
[2.87192941 0.08632953 5.61518097],[ 7.75700426 14.30831814 -1.63825226],[ 0.27164316 -0.029899    0.96193349],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,0,148.206954956055,[-0.04430991 -0.01157532 -0.01186962],[0.03126559 0.12681666 0.01533082],[0. 0. 0.],[0. 0. 0.],[ 0.21161061  0.04190431 -0.06372243],6.307589763556903,16.35796299998836,1.0000000017602582,0.0,0.0,0.0,0.0,0.0,0.04731008809628213,0.13151059599897896,0.0,0.0,0.22493459193379112
