headPosition,headRotation,gazeDirection,rightHandPosition,leftHandPosition,rightHandEndPoint,leftHandEndPoint,targetPosition,hitByHandPointer,hitByGazePointer,buttonClicked,stepChange,timestamp,headLinearVelocity,headAngularVelocity,rightHandVelocity,leftHandVelocity,gazeDirectionVelocity,headPositionNorm,headRotationNorm,gazeDirectionNorm,rightHandPositionNorm,leftHandPositionNorm,rightHandEndPointNorm,leftHandEndPointNorm,targetPositionNorm,headLinearVelocityNorm,headAngularVelocityNorm,rightHandVelocityNorm,leftHandVelocityNorm,gazeDirectionVelocityNorm
[2.26783419 0.04069993 3.10040665],[  8.43876362 -96.67803192  10.10438156],[-0.95176446 -0.27956432 -0.12644461],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,None,None,0,1921.99426269531,[-0.00017578  0.00126843 -0.0138303 ],[-0.02445726 -0.2117751   0.03581197],[0. 0. 0.],[0. 0. 0.],[ 0.00350857  0.01260932 -0.05180691],3.8415165959949924,97.57024707530974,1.000000022069033,0.0,0.0,0.0,0.0,0.0,0.013889451946670631,0.2161697206014432,0.0,0.0,0.05343464388701377
[2.26779556 0.04097864 3.09736776],[  8.13086128 -99.34415436  10.555233  ],[-0.95099354 -0.27679372 -0.13782796],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,MediasManager (UnityEngine.GameObject),None,0,1922.21398925781,[ 0.00242671  0.00106709 -0.01674297],[-0.02486483 -0.25353608  0.00613724],[0. 0. 0.],[0. 0. 0.],[ 0.02023941  0.04732183 -0.2010855 ],3.8390445459583806,100.23365130534476,1.00000000946449,0.0,0.0,0.0,0.0,0.0,0.016951541167569115,0.2548263529484854,0.0,0.0,0.20756774568318126
[2.26831722 0.04120803 3.0937686 ],[   7.82461023 -102.46686554   10.63082314],[-0.94664276 -0.26662114 -0.18105447],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,1,1922.42895507813,[ 0.00980234  0.01231376 -0.00238307],[-0.08493042 -0.05798735 -0.10740491],[0. 0. 0.],[0. 0. 0.],[-0.03222834  0.24361207 -0.14498267],3.836452170113903,103.31358797050461,1.0000000321113873,0.0,0.0,0.0,0.0,0.0,0.015918342415916633,0.1486994394695805,0.0,0.0,0.28531645838179664
[2.27029037 0.04368671 3.0932889 ],[   6.84508276 -103.13565063    9.3920908 ],[-0.95313013 -0.21758351 -0.21023861],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,0,1922.63024902344,[0.01113414 0.02259033 0.00937256],[-0.20019153  0.11778623 -0.27338301],[0. 0. 0.],[0. 0. 0.],[-0.11498082  0.93063368  0.00846382],3.837259845785367,103.78838547444886,0.9999999455394851,0.0,0.0,0.0,0.0,0.0,0.02687260459190907,0.3587318119214699,0.0,0.0,0.9377479823655773
[2.27268791 0.04855113 3.09530711],[   4.37519646 -101.68244934    6.01919603],[-0.97788918 -0.01718827 -0.20841607],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,0,1922.84558105469,[0.00792219 0.01531481 0.01644706],[-0.0670962   0.21014038 -0.15146372],[0. 0. 0.],[0. 0. 0.],[-0.0317943  -0.0279912   0.16566828],3.840363742403721,101.95437003323828,0.9999999726605477,0.0,0.0,0.0,0.0,0.0,0.023828768573055395,0.26758576154079505,0.0,0.0,0.17099814481387296
[2.27428937 0.051647   3.09863186],[  3.59807134 -99.24855042   4.26490498],[-0.98431635 -0.02284664 -0.17492649],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,0,1923.04772949219,[ 0.01574136 -0.00213604  0.00622695],[ 0.03662951  0.09418923 -0.03805888],[0. 0. 0.],[0. 0. 0.],[-0.00635472  0.00020943  0.03659472],3.844031600512523,99.40528301495975,0.999999960409322,0.0,0.0,0.0,0.0,0.0,0.017062472747268857,0.1079898617836183,0.0,0.0,0.037142968133308425
[2.27774048 0.0511787  3.09999704],[  4.05819035 -98.06539917   3.78683114],[-0.98570955 -0.02280073 -0.16690353],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,0,1923.26696777344,[0.0411843  0.00156683 0.00962266],[-0.05759604 -0.07291793  0.06548426],[ 8.55505108 -1.6095942  13.79459584],[0. 0. 0.],[-0.00034532 -0.02046413  0.00514418],3.847168129538196,98.2223575023801,0.9999999865472282,0.0,0.0,0.0,0.0,0.0,0.0423225365617862,0.11367724610094233,16.311669649993785,0.0,0.021103607801453345
[2.28728747 0.05154191 3.10222769],[  3.29321003 -99.03388214   4.6565814 ],[-0.9857896  -0.02754455 -0.16571105],[ 1.98315942 -0.37312248  3.19774628],[0. 0. 0.],[ 1.78738189 -0.3267231   3.13905954],[0. 0. 0.],[0. 0. 0.],GearsCollection (UnityEngine.GameObject),GearsCollection (UnityEngine.GameObject),None,0,1923.49877929688,[ 0.02045793  0.00098092 -0.00089068],[ 0.05685482 -0.09285101  0.01247997],[-0.42043664  0.74167241  0.03142382],[0. 0. 0.],[ 0.00320147 -0.05402411 -0.00797275],3.8546280212855875,99.19797777470471,0.9999999911546261,3.7812329914150884,0.0,3.6270065912706295,0.0,0.0,0.02050079074657962,0.10958800036214063,0.853130935753084,0.0,0.05470300245105901
[2.29202986 0.05176929 3.10202122],[   4.04834557 -100.26711273    4.8223381 ],[-0.98504746 -0.04006796 -0.16755922],[ 1.88569736 -0.20119427  3.20503068],[0. 0. 0.],[ 1.78575695 -0.10199296  3.17409897],[0. 0. 0.],[0. 0. 0.],GearsCollection (UnityEngine.GameObject),GearsCollection (UnityEngine.GameObject),None,0,1923.73059082031,[-0.00975033  0.008818    0.03169264],[-0.12057255  0.31717657 -0.08145494],[-0.24474288  0.33188537 -0.03525722],[0. 0. 0.],[-0.00360946 -0.01052426  0.02423296],3.857280980294763,100.46461039694556,1.000000015862747,3.7240509320280344,0.0,3.6433823153111273,0.0,0.0,0.03431106938649477,0.3489607714895505,0.41387202014404134,0.0,0.026665049278805617
[2.28975058 0.05383063 3.10942984],[  2.43342972 -96.01893616   3.73135281],[-0.98589122 -0.04252816 -0.16189441],[ 1.82848513 -0.1236112   3.19678879],[0. 0. 0.],[ 1.78696835 -0.05605987  3.17353153],[0. 0. 0.],[0. 0. 0.],GearsCollection (UnityEngine.GameObject),GearsCollection (UnityEngine.GameObject),None,0,1923.96435546875,[-0.01743225  0.00613721  0.0361551 ],[-0.03163712  0.18617619 -0.09551315],[-0.16512922  0.11386802 -0.07731457],[0. 0. 0.],[-0.02457513  0.04384817  0.15815311],3.8619178323637047,96.12221738350404,0.9999999740736137,3.684846829809692,0.0,3.6424855497992734,0.0,0.0,0.040604678162080236,0.21162523638747457,0.21496773897301127,0.0,0.16594880103054113
