headPosition,headRotation,gazeDirection,rightHandPosition,leftHandPosition,rightHandEndPoint,leftHandEndPoint,targetPosition,hitByHandPointer,hitByGazePointer,buttonClicked,stepChange,timestamp,headLinearVelocity,headAngularVelocity,rightHandVelocity,leftHandVelocity,gazeDirectionVelocity,headPositionNorm,headRotationNorm,gazeDirectionNorm,rightHandPositionNorm,leftHandPositionNorm,rightHandEndPointNorm,leftHandEndPointNorm,targetPositionNorm,headLinearVelocityNorm,headAngularVelocityNorm,rightHandVelocityNorm,leftHandVelocityNorm,gazeDirectionVelocityNorm
[-4.0581398   0.06346455  4.91736603],[ -0.93531966 -92.29262543   1.58861196],[-0.99922311 -0.00818032  0.03855281],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,None,None,0,404.196228027344,[-0.00056074 -0.00183283 -0.00287953],[-0.02070194 -0.00188706  0.01669689],[0. 0. 0.],[0. 0. 0.],[-0.00043379 -0.00281914 -0.01255793],6.375971694238013,92.31103519669257,1.0000000331787933,0.0,0.0,0.0,0.0,0.0,0.003459105049687142,0.02666303346244834,0.0,0.0,0.012877785822292131
[-4.05832672  0.06285359  4.91640615],[ -1.33070958 -92.32866669   1.90750885],[-0.99936771 -0.00912006  0.0343667 ],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,MediasManager (UnityEngine.GameObject),None,0,404.529571533203,[-0.6527921  -0.03530049  0.71466763],[ 0.12556319 -1.78316561  0.43225543],[0. 0. 0.],[0. 0. 0.],[-0.00069502  0.00225098 -0.29931443],6.375344369285284,92.35795618240901,1.0000000367338802,0.0,0.0,0.0,0.0,0.0,0.968572906228929,1.8391004511264883,0.0,0.0,0.29932369802769604
[-4.19839573  0.0552792   5.06975174],[   0.21295212 -114.25073242    7.22161531],[-0.99951684 -0.00863707 -0.02985692],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,1,404.744140625,[-0.04669641 -0.00326898  0.06351436],[ 0.13487007  0.45395317 -0.035787  ],[0. 0. 0.],[0. 0. 0.],[ 0.04509153  0.00130191 -0.53678346],6.582701967083714,114.47893664465776,0.9999999787666637,0.0,0.0,0.0,0.0,0.0,0.07890066990239354,0.47491486209434236,0.0,0.0,0.5386756177484551
[-4.20774698  0.05462456  5.08247089],[   1.76043022 -109.04214478    6.81100082],[-0.99048698 -0.00837635 -0.13735121],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,0,404.944396972656,[-0.05284892 -0.0120557   0.10715598],[0.12628472 1.12038402 0.09373049],[0. 0. 0.],[0. 0. 0.],[ 0.00449016 -0.04620284 -0.027422  ],6.598456554300081,109.26883445882278,0.9999999880044199,0.0,0.0,0.0,0.0,0.0,0.1200864372608224,1.1313680212797734,0.0,0.0,0.05391502690670552
[-4.21844482  0.05218421  5.10416174],[  3.22507906 -96.04794312   7.89808607],[-0.98957807 -0.01772887 -0.14290206],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,0,405.146820068359,[-0.02411298  0.02404806 -0.02972572],[-0.02371776 -0.14109195 -0.23956995],[0. 0. 0.],[0. 0. 0.],[ 0.00431815 -0.04284982 -0.02280458],6.621968513071367,96.42607673857277,1.000000032616863,0.0,0.0,0.0,0.0,0.0,0.045203578137366966,0.2790398371045431,0.0,0.0,0.04873194617011712
[-4.22361946  0.05734491  5.09778261],[  2.9334538  -97.78276062   4.95241737],[-0.98865139 -0.02692443 -0.14779592],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,0,405.361419677734,[ 0.02500903 -0.00405217 -0.02891528],[0.14313766 0.38926393 0.037632  ],[0. 0. 0.],[0. 0. 0.],[-0.02572258 -0.09089678  0.23083578],6.620395558317669,97.95202837879759,1.0000000689988635,0.0,0.0,0.0,0.0,0.0,0.038444317760948615,0.41645043194760123,0.0,0.0,0.2494173871585683
[-4.21860361  0.0565322   5.09198332],[  4.57829571 -93.30960083   5.38485909],[-0.99381036 -0.04515482 -0.10149914],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,0,405.561981201172,[ 0.1058993   0.01844902 -0.04085627],[ 0.01431024  0.24395136 -0.17959143],[-20.85216415  -1.4151179   24.00581073],[0. 0. 0.],[-0.01272998  0.0066706   0.14352977],6.6127230722996355,93.57691545473106,1.0000000283525805,0.0,0.0,0.0,0.0,0.0,0.1149967931802678,0.30326577397533405,31.829141633835167,0.0,0.1442475104294461
[-4.19602633  0.06046546  5.08327293],[  4.75309849 -90.3296814    3.19111037],[-0.99652433 -0.04373268 -0.0708992 ],[-4.44559383 -0.30169719  5.11793804],[0. 0. 0.],[-9.21401596 -0.56657732  2.35250592],[0. 0. 0.],[0. 0. 0.],GearsCollection (UnityEngine.GameObject),GearsCollection (UnityEngine.GameObject),None,0,405.775177001953,[ 0.18888717  0.06900966 -0.08000038],[-0.04210571  0.03115807 -0.14215198],[-0.65842112  0.78022136  0.20504262],[0. 0. 0.],[-0.00724889  0.06213034  0.07785224],6.591658115741716,90.51091907518877,0.999999995742247,6.785839338798074,0.0,9.526457058775735,0.0,0.0,0.21642725343505384,0.15149554889294106,1.041300252365755,0.0,0.09986839475885047
[-4.15765285  0.07448515  5.06702042],[  4.26299    -89.96700287   1.53646791],[-0.99799699 -0.03111056 -0.05508308],[-4.57935572 -0.14319092  5.15959358],[0. 0. 0.],[-5.02894783  0.02536087  4.95435238],[0. 0. 0.],[0. 0. 0.],GearsCollection (UnityEngine.GameObject),GearsCollection (UnityEngine.GameObject),None,0,405.978332519531,[ 0.38866802  0.05441874 -0.21110499],[-0.0138292   0.13153542  0.00086693],[ 0.35548087 -0.87443596  0.04040682],[0. 0. 0.],[-0.00361617  0.01730691  0.06452928],6.554870036760794,90.08104918642917,0.9999999984934521,6.900174516111239,0.0,7.059501890828893,0.0,0.0,0.4456338678294904,0.13226324395738465,0.9447950116614833,0.0,0.06690764853492132
[-4.0735569   0.08625972  5.02134371],[  4.09154844 -88.33634949   1.54721534],[-0.99877942 -0.02736587 -0.04112091],[-4.50244045 -0.33239231  5.16833639],[0. 0. 0.],[-5.01114845 -0.38526312  5.06794739],[0. 0. 0.],[0. 0. 0.],GearsCollection (UnityEngine.GameObject),GearsCollection (UnityEngine.GameObject),None,0,406.194702148438,[ 0.4730874  -0.04248027 -0.37275944],[0.05622627 0.27189954 0.0187264 ],[ 0.53166955 -0.65130593 -0.00359739],[0. 0. 0.],[-0.00335481  0.0125492   0.12214261],6.466467288285716,88.44458878144825,1.0000000709723085,6.862518176928872,0.0,7.137515478648239,0.0,0.0,0.6037928980017071,0.2782830091204855,0.8407644508305575,0.0,0.12283140981336446
