headPosition,headRotation,gazeDirection,rightHandPosition,leftHandPosition,rightHandEndPoint,leftHandEndPoint,targetPosition,hitByHandPointer,hitByGazePointer,buttonClicked,stepChange,timestamp,headLinearVelocity,headAngularVelocity,rightHandVelocity,leftHandVelocity,gazeDirectionVelocity,headPositionNorm,headRotationNorm,gazeDirectionNorm,rightHandPositionNorm,leftHandPositionNorm,rightHandEndPointNorm,leftHandEndPointNorm,targetPositionNorm,headLinearVelocityNorm,headAngularVelocityNorm,rightHandVelocityNorm,leftHandVelocityNorm,gazeDirectionVelocityNorm
[-0.03620872  0.06430605 -0.23295365],[ 9.11006832 16.44933319 -3.23310614],[ 0.26813176 -0.13459259  0.95393407],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,None,None,0,177.574142456055,[ 0.00024698 -0.00045824  0.02005894],[ 0.00721534 -0.01482369  0.00665229],[0. 0. 0.],[0. 0. 0.],[-0.0199349  -0.04890291 -0.0015947 ],0.2443639576396849,19.079488529098494,1.0000000123455899,0.0,0.0,0.0,0.0,0.0,0.020065691211770344,0.017777962010545472,0.0,0.0,0.05283406322317144
[-0.03615843  0.06421274 -0.22886908],[ 9.19425011 16.27638435 -3.1554935 ],[ 0.26407245 -0.14455062  0.95360935],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,0,177.777770996094,[ 0.00469698 -0.00065713  0.01113492],[ 0.01589555  0.04870568 -0.01317671],[0. 0. 0.],[0. 0. 0.],[-0.06113924 -0.27754512 -0.03436439],0.24044076988937163,18.95816609983439,0.9999999636601673,0.0,0.0,0.0,0.0,0.0,0.01210288901514091,0.052901208232364896,0.0,0.0,0.28626946963043265
[-0.0351501   0.06407167 -0.22647868],[ 9.38976574 16.87546539 -3.31756735],[ 0.25094733 -0.20413287  0.94623214],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,0,177.992446899414,[0.00939642 0.03095225 0.01236945],[-0.29029787  0.07043693  0.03607872],[0. 0. 0.],[0. 0. 0.],[-0.01455861  0.40936895  0.07378614],0.23797752278349826,19.594777007811608,1.0000000260388735,0.0,0.0,0.0,0.0,0.0,0.03463145176139618,0.30089182170756795,0.0,0.0,0.41622024017608694
[-0.03326253  0.07028942 -0.22399388],[ 6.04852772 17.68617249 -2.90231252],[ 0.24802276 -0.12189803  0.96105444],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,0,178.193328857422,[-0.0046784  -0.02508049  0.01023008],[ 0.2457011   0.02115    -0.07630736],[0. 0. 0.],[0. 0. 0.],[ 0.03108958 -0.07302548 -0.01803198],0.23710811355116676,18.915834707444564,1.000000033617602,0.0,0.0,0.0,0.0,0.0,0.02748769023964442,0.258145626557341,0.0,0.0,0.0813906358243083
[-0.03427508  0.06486123 -0.22177978],[ 9.0953598  17.94844437 -3.84856677],[ 0.2547515  -0.13770299  0.95715177],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,0,178.409759521484,[-0.00048794  0.01950499  0.01018353],[-0.17541008 -0.00659778  0.038562  ],[0. 0. 0.],[0. 0. 0.],[ 0.02009387 -0.39984904 -0.08190641],0.2335980101526473,20.486182936200105,0.9999999764919448,0.0,0.0,0.0,0.0,0.0,0.02200879276964738,0.17971992976687828,0.0,0.0,0.4086461509974604
[-0.03438154  0.06911694 -0.21955788],[ 6.90254021 17.86596489 -3.36649919],[ 0.25913569 -0.22494422  0.93928099],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,0,178.627944946289,[ 0.00076325 -0.02750774  0.01464316],[ 0.23953612 -0.03358669 -0.05820885],[0. 0. 0.],[0. 0. 0.],[-0.02559645  0.0163227   0.01085024],0.23273354761629042,19.446621287724437,0.9999999906720293,0.0,0.0,0.0,0.0,0.0,0.031171793450276573,0.2487848267588078,0.0,0.0,0.032238740337732406
[-0.03421554  0.06313445 -0.21637323],[ 9.88737297 17.44744492 -4.09183311],[ 0.25356889 -0.2213943   0.94164073],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,0,178.845428466797,[0.01131697 0.01276957 0.00510317],[-0.13416377  0.00847972  0.01636297],[0. 0. 0.],[0. 0. 0.],[-0.01795195  0.02520819  0.01062953],0.2279781558313843,20.467451638789594,0.99999994514298,0.0,0.0,0.0,0.0,0.0,0.01780949325486571,0.13542366945242623,0.0,0.0,0.03272173754781097
[-0.03159594  0.0660903  -0.21519198],[ 8.10801411 17.55990791 -3.87481785],[ 0.24941345 -0.21555921  0.94410121],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,GearsCollection (UnityEngine.GameObject),None,0,179.076904296875,[0.00169949 0.00222478 0.00656871],[ 0.02860767 -0.01326832 -0.00094564],[0. 0. 0.],[0. 0. 0.],[-0.51218077  0.6152759   0.19890445],0.22731875712769486,19.725731216671857,0.9999999723915363,0.0,0.0,0.0,0.0,0.0,0.0071404419468428,0.03154902463953898,0.0,0.0,0.8248979036533011
[-0.03123336  0.06656495 -0.21379055],[ 8.45771313 17.39771652 -3.88637733],[ 0.1401405  -0.08429109  0.98653716],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,0,179.290252685547,[-0.00249602  0.00549862 -0.00732827],[-0.01251459 -0.05571889  0.00723242],[0. 0. 0.],[0. 0. 0.],[-0.19549606  0.1459261   0.03408065],0.22608143515752552,19.731127193224403,0.9999999571048304,0.0,0.0,0.0,0.0,0.0,0.009495713249941197,0.057563159975842555,0.0,0.0,0.2463221976959301
[-0.03173324  0.06766617 -0.2152582 ],[ 8.31411171 16.758358   -3.8033874 ],[ 0.10098819 -0.05506624  0.99336255],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,0,179.490524291992,[-0.00126778 -0.0048436  -0.00556085],[ 0.00048184 -0.04281179  0.00719359],[0. 0. 0.],[0. 0. 0.],[ 0.03227973  0.01849541 -0.00239845],0.22786355621980578,19.090122371898932,1.000000026907488,0.0,0.0,0.0,0.0,0.0,0.007482699551217972,0.043414617123549604,0.0,0.0,0.03728020370884082
[-0.03199048  0.06668335 -0.21638656],[ 8.31971359 16.26062965 -3.71975493],[ 0.10753812 -0.05131331  0.99287587],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,0,179.693435668945,[ 0.00387065  0.00410994 -0.01018889],[-0.04703357  0.0013344  -0.00479538],[0. 0. 0.],[0. 0. 0.],[ 0.12713242  0.07479155 -0.01228393],0.22867707001282558,18.640340334214297,1.0000000020781923,0.0,0.0,0.0,0.0,0.0,0.011648475420334342,0.04729622519277217,0.0,0.0,0.1480112276158357
[-0.03115571  0.06756973 -0.21858397],[ 7.73852682 16.27711868 -3.77901077],[ 0.13495648 -0.03518319  0.99022663],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,0,179.909103393555,[ 0.00093134  0.00511073 -0.01063888],[-0.04331077  0.00591036  0.01022977],[0. 0. 0.],[0. 0. 0.],[-0.0488913  -0.00489175  0.00624156],0.23090105993596444,18.414948069370787,0.9999999397777488,0.0,0.0,0.0,0.0,0.0,0.011839452832544367,0.044893245606443324,0.0,0.0,0.049530249610362446
[-0.03096899  0.06859436 -0.22071691],[ 7.24101782 16.34501076 -3.66150188],[ 0.1251545  -0.03616391  0.99147797],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,0,180.109588623047,[-0.00551901  0.00103601 -0.01110435],[-0.00851096 -0.04862426  0.01076393],[0. 0. 0.],[0. 0. 0.],[-0.04588781 -0.00194051  0.00548851],0.23319566470097994,18.24824133329199,1.0000000169144965,0.0,0.0,0.0,0.0,0.0,0.012443449244465063,0.05052343111975921,0.0,0.0,0.04625559949511838
[-0.03216069  0.06881806 -0.22311464],[ 7.13572264 15.7434454  -3.52833366],[ 0.11524607 -0.03658292  0.99266309],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,0,180.32551574707,[-0.00240129  0.00203928 -0.01024927],[ 0.00848597 -0.02787039 -0.00178224],[0. 0. 0.],[0. 0. 0.],[ 0.00893164 -0.00512097 -0.00123644],0.2356912773211936,17.64153476738835,0.9999999842647668,0.0,0.0,0.0,0.0,0.0,0.01072252121571022,0.02918812685198864,0.0,0.0,0.010369538374307883
[-0.03264329  0.0692279  -0.22517447],[ 7.23343801 15.42251968 -3.54885602],[ 0.1170411  -0.0376121   0.99241459],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,0,180.526489257813,[-0.0005429   0.00044744 -0.00665873],[-0.00036305 -0.01105682 -0.00197231],[0. 0. 0.],[0. 0. 0.],[ 0.04540069 -0.00322258 -0.0057038 ],0.23782689019731684,17.400319478833964,1.0000000069812447,0.0,0.0,0.0,0.0,0.0,0.006695790262983477,0.011237223320137142,0.0,0.0,0.04587092147039018
[-0.03275956  0.06932373 -0.22660059],[ 7.22898293 15.28683949 -3.57305861],[ 0.12676467 -0.03830229  0.991193  ],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,0,180.740661621094,[-0.00826604  0.00375672 -0.0023637 ],[-0.01978742 -0.05934903  0.01157552],[0. 0. 0.],[0. 0. 0.],[ 0.02429236 -0.00060166 -0.00319572],0.23922122632846235,17.28329839403923,0.9999999515514667,0.0,0.0,0.0,0.0,0.0,0.009382294009326934,0.06362265579285596,0.0,0.0,0.024509049024441894
