headPosition,headRotation,gazeDirection,rightHandPosition,leftHandPosition,rightHandEndPoint,leftHandEndPoint,targetPosition,hitByHandPointer,hitByGazePointer,buttonClicked,stepChange,timestamp,headLinearVelocity,headAngularVelocity,rightHandVelocity,leftHandVelocity,gazeDirectionVelocity,headPositionNorm,headRotationNorm,gazeDirectionNorm,rightHandPositionNorm,leftHandPositionNorm,rightHandEndPointNorm,leftHandEndPointNorm,targetPositionNorm,headLinearVelocityNorm,headAngularVelocityNorm,rightHandVelocityNorm,leftHandVelocityNorm,gazeDirectionVelocityNorm
[0.59903049 1.5853653  7.28329277],[  2.95355439 -76.56884003   1.47838914],[-0.9667896  -0.01038071  0.25536269],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,None,None,0,123.329605102539,[ 0.00287352 -0.00025213 -0.00086116],[ 0.00575471 -0.00940675  0.01995156],[0. 0. 0.],[ 1.04275766  3.64557489 21.60507599],[-0.0071981  -0.00460746 -0.02799816],7.477872306519591,76.64004423971059,0.9999999996184356,0.0,0.0,0.0,0.0,0.0,0.0030103607648293102,0.02279623326676433,0.0,21.93528819668423,0.029273508296151433
[0.59998834 1.58528125 7.28300571],[  3.06346202 -76.74849701   1.85943878],[-0.96918899 -0.01191654  0.2460299 ],[0. 0. 0.],[0.34758854 1.2152009  7.20174694],[0. 0. 0.],[-4.921803    2.82143879  8.10064316],[0. 0. 0.],None,None,None,0,123.662940979004,[ 0.03374438 -0.03122219 -0.01386263],[ 0.37298131 -0.78357712  0.43410047],[0. 0. 0.],[ 0.23909581 -0.45723141  0.00697534],[-0.04354868 -0.0470258  -0.19076636],7.47765169666452,76.83211636607444,1.0000000049081976,0.0,7.311818516554108,0.0,9.88964514842739,0.0,0.04801750525225387,0.9703357040852331,0.0,0.5160194079590896,0.20124541667943435
[0.60693175 1.57885683 7.28015327],[  7.46070766 -85.98644257   6.97724581],[-0.97814977 -0.0215928   0.2067769 ],[0. 0. 0.],[0.39678603 1.12111878 7.20318222],[0. 0. 0.],[-4.89192724  0.13083166  8.45450974],[0. 0. 0.],None,ButtonPin (UnityEngine.GameObject),None,1,123.868705749512,[-0.00340538  0.00043323  0.00065313],[0.04349594 0.01069297 0.03002572],[0. 0. 0.],[ 0.05565468 -0.07714054 -0.00037424],[-0.02159998 -0.0525475  -0.11570053],7.474074305324673,86.59106433724685,0.9999999559620587,0.0,7.300697267092115,0.0,9.768664388120465,0.0,0.003494406825199135,0.053923839182606216,0.0,0.09512227002236878,0.12889690514057917
[0.60625052 1.57894349 7.28028393],[  7.95924091 -85.86388397   7.32138872],[-0.98247069 -0.03210454  0.18363185],[0. 0. 0.],[0.40791935 1.10568738 7.20310736],[0. 0. 0.],[-4.74743605 -0.42838371  8.46947479],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,0,124.068748474121,[0.03218282 0.01437476 0.00559024],[-0.05653951  0.17028991 -0.01132   ],[0. 0. 0.],[-0.49846694  0.84571348  0.21944489],[ 0.00038413 -0.15524886 -0.04009747],7.474164589925085,86.5422371996133,1.0000000088854972,0.0,7.298883364779239,0.0,9.718727533905987,0.0,0.035687788932026,0.17978741186540978,0.0,1.0059108476805396,0.16034388582065173
[0.61315179 1.582026   7.2814827 ],[  7.26456976 -83.7716217    7.18230581],[-0.98238832 -0.06539601  0.17503338],[0. 0. 0.],[0.3010284  1.28704166 7.25016499],[0. 0. 0.],[-4.99488735  0.7388137   8.71296597],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,0,124.283187866211,[0.03223998 0.00622898 0.03872945],[ 0.02050173  0.17857547 -0.08516892],[0. 0. 0.],[-0.07544864  0.09513502  0.06438376],[ 0.01100233 -0.06998143  0.03190547],7.476546773460888,84.39220398539743,1.0000000636735737,0.0,7.36966665884126,0.0,10.070279104961363,0.0,0.050775846441588064,0.1989051597975274,0.0,0.13743521821547205,0.07769434159719871
[0.62006408 1.58336151 7.28978634],[  7.51641893 -81.57794952   6.13606644],[-0.9800294  -0.08040012  0.18187395],[0. 0. 0.],[0.28485212 1.30743873 7.26396894],[0. 0. 0.],[-0.28856513  1.46357679  7.4839654 ],[0. 0. 0.],NextButton (UnityEngine.GameObject),DisplayStepMediaMenuButton (UnityEngine.GameObject),None,0,124.497589111328,[0.00551098 0.00200873 0.01254645],[-0.02266866  0.03781914 -0.02751047],[0. 0. 0.],[-0.08323624  0.05750147  0.08340783],[ 0.02141262 -0.12392487  0.04966185],7.485485821815522,82.15296533561052,0.9999999722665819,0.0,7.38618857002282,0.0,7.6311902693081795,0.0,0.013849887496213858,0.051970968310340156,0.0,0.13111657667246285,0.13521158697476865
[0.62126338 1.58379865 7.29251671],[  7.23376894 -81.10639191   5.79304504],[-0.97536957 -0.10736875  0.1926814 ],[0. 0. 0.],[0.26673818 1.31995225 7.28212023],[0. 0. 0.],[-0.303765    1.45878029  7.50788641],[0. 0. 0.],Quad (UnityEngine.GameObject),ScenarioMenu(Clone) (UnityEngine.GameObject),None,0,124.715209960938,[-0.002696    0.00367736  0.00169548],[-0.01038585 -0.01483034 -0.00718729],[0. 0. 0.],[ 0.0015478  -0.00428758 -0.00814766],[ 0.00356658 -0.020169    0.00554993],7.488336683752842,81.63414476851891,0.9999999874393324,0.0,7.405585608720311,0.0,7.654323709323054,0.0,0.0048647803097111985,0.019479784749899497,0.0,0.009336130384688819,0.021220524821512054
[0.61834347 1.58778143 7.29435301],[  6.58928156 -82.02667999   5.34704208],[-0.97150677 -0.12921286  0.19869228],[0. 0. 0.],[0.26841453 1.31530857 7.27329588],[0. 0. 0.],[-0.28957611  1.44852149  7.48827791],[-1.31415772  0.69294137  6.7309227 ],NextButton (UnityEngine.GameObject),NextButton (UnityEngine.GameObject),NextButton (UnityEngine.GameObject),-1,125.798263549805,[ 0.00689216 -0.0021307   0.00021005],[ 0.00346215 -0.00516755 -0.00576563],[0. 0. 0.],[ 8.21712543e-03 -1.79422936e-03  5.30843859e-05],[-0.0102958   0.02968009 -0.03727029],7.490726555309683,82.46445125707064,0.999999997977386,0.0,7.396141963466912,0.0,7.632586385746267,6.892931063276943,0.00721705439438182,0.008481311476879463,0.0,0.00841089931950332,0.04874408272017519
[0.625525   1.58556128 7.29457188],[  6.79597664 -82.33518982   5.00282621],[-0.98223484 -0.09828666  0.15985721],[0. 0. 0.],[0.27697664 1.31343901 7.27335119],[0. 0. 0.],[-0.29013735  1.45021677  7.48933315],[0.02369687 1.83795333 5.09796095],NextButton (UnityEngine.GameObject),ScenarioMenu(Clone) (UnityEngine.GameObject),NextButton (UnityEngine.GameObject),-1,126.84024810791,[ 0.01215166 -0.00178582 -0.00193406],[-0.01565519  0.00184759 -0.01151628],[0. 0. 0.],[-0.00121424 -0.0032911   0.00579794],[ 0.00604235 -0.00987023  0.03032149],7.491065674713614,82.76652131862836,0.9999999341329229,0.0,7.396179802307654,0.0,7.6339648568664975,5.419210257822423,0.01243352328052717,0.019522376726637584,0.0,0.006776560990845377,0.03245495777392844
[0.62825131 1.58516061 7.29413795],[  6.59473324 -82.31143951   4.85478735],[-0.98087919 -0.10050112  0.16666007],[0. 0. 0.],[0.27670422 1.31270063 7.274652  ],[0. 0. 0.],[-0.29001346  1.44926727  7.49170256],[-0.98839128  0.94575596  3.05248547],NextButton (UnityEngine.GameObject),ScenarioMenu(Clone) (UnityEngine.GameObject),NextButton (UnityEngine.GameObject),-1,127.064605712891,[ 9.07950343e-05 -2.15196023e-04 -4.59870953e-03],[ 0.01669314 -0.00312621  0.01761357],[0. 0. 0.],[-0.00400368 -0.01271543 -0.00019574],[ 0.00724474 -0.01240218  0.03431956],7.490786499781812,82.71778854386369,1.0000000174234545,0.0,7.397317753839301,0.0,7.636104413878648,3.345002118987807,0.004604637056313405,0.024467776860685794,0.0,0.013332290020800518,0.03720393592170929
