headPosition,headRotation,gazeDirection,rightHandPosition,leftHandPosition,rightHandEndPoint,leftHandEndPoint,targetPosition,hitByHandPointer,hitByGazePointer,buttonClicked,stepChange,timestamp,headLinearVelocity,headAngularVelocity,rightHandVelocity,leftHandVelocity,gazeDirectionVelocity,headPositionNorm,headRotationNorm,gazeDirectionNorm,rightHandPositionNorm,leftHandPositionNorm,rightHandEndPointNorm,leftHandEndPointNorm,targetPositionNorm,headLinearVelocityNorm,headAngularVelocityNorm,rightHandVelocityNorm,leftHandVelocityNorm,gazeDirectionVelocityNorm
[-1.69803381  0.02332962 -1.82161283],[ 11.14024162 132.46412659 -14.81567383],[ 0.61441559 -0.14102763 -0.77627623],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,None,None,0,680.310485839844,[0.00588119 0.00031399 0.00458113],[ 0.02038287 -0.05360312 -0.0282005 ],[0. 0. 0.],[0. 0. 0.],[-0.00967818  0.00356192 -0.00826958],2.4904088841195824,133.75482797578758,1.0000000455421467,0.0,0.0,0.0,0.0,0.0,0.0074614878868048415,0.06390636665093213,0.0,0.0,0.013218938967557155
[-1.69607353  0.02343427 -1.82008588],[ 11.52950191 131.44044495 -15.35423088],[ 0.61118972 -0.13984039 -0.77903259],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,MediasManager (UnityEngine.GameObject),None,0,680.643798828125,[1.70943573 0.05319148 0.96045483],[-0.79959383  2.18487797  0.0990395 ],[0. 0. 0.],[0. 0. 0.],[-0.12960839  0.04988954 -0.10666804],2.487956433183433,132.83550876187027,0.9999999932795949,0.0,0.0,0.0,0.0,0.0,1.9614977287135094,2.328701535382925,0.0,0.0,0.17511531088875837
[-1.35113978  0.03416737 -1.62628317],[  2.28518176 156.70040894 -14.20920849],[ 0.58503705 -0.12977357 -0.8005563 ],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,NextButton (UnityEngine.GameObject),None,1,680.845581054688,[-0.07844336  0.00261744  0.0603596 ],[-0.04502174 -0.17593199  0.11845273],[0. 0. 0.],[0. 0. 0.],[-0.25496764  0.12578127 -0.19086647],2.1146023431509264,157.35991173776154,0.9999999628744426,0.0,0.0,0.0,0.0,0.0,0.09901259310043183,0.21681806679446633,0.0,0.0,0.3424316459227816
[-1.36811733  0.03473386 -1.6132195 ],[  1.72688675 154.51875305 -12.74032784],[ 0.52985424 -0.10255065 -0.84186566],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,0,681.06201171875,[-0.01834972  0.0114874   0.01222802],[-0.02692499 -0.11381788  0.17563494],[0. 0. 0.],[0. 0. 0.],[-0.15119898  0.02071368 -0.09355107],2.115520888663567,155.05271083041504,0.9999999681989676,0.0,0.0,0.0,0.0,0.0,0.024863568648525396,0.21101444937545769,0.0,0.0,0.17900276887037855
[-1.37210333  0.0372292  -1.61056328],[  1.39177763 153.10217285 -10.55437088],[ 0.49701017 -0.09805114 -0.86218721],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,0,681.279235839844,[-0.02791207  0.05155959 -0.07102246],[-0.38192492  1.28985788  0.32202018],[0. 0. 0.],[0. 0. 0.],[-0.44857738  0.07606022 -0.23667864],2.11612089549291,153.47184471924882,0.9999999578350347,0.0,0.0,0.0,0.0,0.0,0.0920959512778429,1.3832197871284932,0.0,0.0,0.5128582653324361
[-1.37769461  0.04755748 -1.62479031],[ -2.9917047  167.90631104  -6.85843563],[ 0.40715232 -0.08281495 -0.90959805],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,0,681.479553222656,[-0.00792324 -0.00461033  0.02127364],[-0.06074661  1.13034934 -0.46811534],[0. 0. 0.],[0. 0. 0.],[-1.02941665  0.17442871 -0.33705248],2.1307856997209926,168.07295357005736,0.9999999747205738,0.0,0.0,0.0,0.0,0.0,0.023164640023139713,1.2249537745403691,0.0,0.0,1.0971455650593585
[-1.3793664   0.04658471 -1.6203016 ],[ -3.72609019 181.57147217 -12.51763439],[ 0.18994692 -0.04601075 -0.98071563],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,0,681.690551757813,[-0.01517237 -0.01650591  0.09741319],[0.20651626 0.40842536 0.11634937],[0. 0. 0.],[0. 0. 0.],[-0.09796599  0.00041649 -0.01794964],2.12842643368104,182.04058455227693,0.9999999866192187,0.0,0.0,0.0,0.0,0.0,0.09995987018809319,0.47222602093063165,0.0,0.0,0.09959768226721195
[-1.38249922  0.04317654 -1.60018754],[ -1.28289068 186.40336609 -11.1411581 ],[ 0.16971871 -0.04592475 -0.98442191],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,0,681.897033691406,[-0.00333264 -0.05776957  0.02063699],[-0.48398655  0.69187001 -0.68786652],[0. 0. 0.],[0. 0. 0.],[-1.31140781 -0.25497396 -0.03172791],2.115128474731706,186.74042439077724,1.000000009482,0.0,0.0,0.0,0.0,0.0,0.06143545718167287,1.0890764189773314,0.0,0.0,1.3363415833587848
[-1.38316965  0.03155493 -1.59603596],[ -6.8614645  194.37806702 -19.06971359],[-0.09409966 -0.09721834 -0.99080467],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,0,682.098205566406,[-0.05489083  0.05959971 -0.09480753],[0.00668611 0.94264424 0.84271691],[0. 0. 0.],[0. 0. 0.],[-0.13185961  0.00580715  0.01400171],2.112222709377977,195.43174411722924,1.0000000248962044,0.0,0.0,0.0,0.0,0.0,0.12471406002751563,1.2644345223529003,0.0,0.0,0.1327280188709091
[-1.39581692  0.04528716 -1.61788034],[ -6.7731986  206.82228088  -7.94467926],[-0.12448113 -0.09588033 -0.98757857],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,0,682.32861328125,[-0.02768575 -0.0021121  -0.19980438],[-0.57002545  0.69770471  0.12625036],[0. 0. 0.],[0. 0. 0.],[-0.15634754  0.00694762  0.02199024],2.1372628794190685,207.0856103592386,1.0000000110448815,0.0,0.0,0.0,0.0,0.0,0.201724447457532,0.9097582191438318,0.0,0.0,0.15803921632331155
