best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.38431984186172485,1.0010417699813843,0.5953582525253296,0.36960601806640625,0.0010000000474974513,95
