best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.4351383149623871,0.5237587690353394,0.4529165029525757,0.3758865296840668,0.0010000000474974513,94
