best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.49905887246131897,0.580520749092102,0.3738424479961395,0.3822138011455536,0.0010000000474974513,32
