best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.4457433521747589,0.5173562169075012,0.45939764380455017,0.3914893567562103,0.0010000000474974513,98
