best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.47456517815589905,0.563582181930542,0.4403354823589325,0.33900707960128784,0.0010000000474974513,83
