best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.3956817090511322,13.327556610107422,0.4837430715560913,0.4163568913936615,0.0010000000474974513,99
