best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.36147499084472656,17.224441528320312,0.5118952989578247,0.4193548262119293,0.0010000000474974513,86
