annotation,headPosition,headRotation,gazeOrigin,gazeHitPosition,rightHandPosition,leftHandPosition,rightHandEndPoint,leftHandEndPoint,HitByHandPointer,HitByGazePointer,buttonClicked,timestamps,gazeDirection,hand2GazePointersDistance,headLinearVelocity,headAngularVelocity,rightHandVelocity,leftHandVelocity,gazeHitPositionVelocity,handsEndPointVelocity,gazeDirectionVelocity,headPositionNorm,gazeOriginNorm,gazeHitPositionNorm,rightHandPositionNorm,leftHandPositionNorm,rightHandEndPointNorm,leftHandEndPointNorm,gazeDirectionNorm,headLinearVelocityNorm,headAngularVelocityNorm,rightHandVelocityNorm,leftHandVelocityNorm,gazeHitPositionVelocityNorm,handsEndPointVelocityNorm,gazeDirectionVelocityNorm
information_assimilation_augmentation,[-2.68199611  0.15353779  0.46957731],"quaternion(-0.200841501355171, 0.00478889187797904, 0.979565382003784, -0.0095663433894515)",[-2.659868    0.15859447  0.45711932],[0. 0. 0.],[-2.66115952 -0.25884122  0.22710566],[-1.24526787 -0.5183841   0.17954305],[-2.43750787 -0.23510361 -0.00657818],[-4.66545153 -0.13954702  2.46463919],MediasManager (UnityEngine.GameObject),None,cartes_321 (UnityEngine.GameObject),379.7155,[0. 0. 0.],0.0,[ 0.01604784 -0.0015172  -0.00431052],[-7.10660001e-03 -7.13418518e-05 -1.08627449e-02],[ 7.98188217  0.77636838 -0.68118075],[ 3.73505659  1.55484133 -0.53852144],[0. 0. 0.],[21.30461726  1.12372714 -7.37270849],[0. 0. 0.],2.7271193273068786,2.7035177202883878,0.0,2.6833459939988975,1.3607534102170775,2.4488286147001492,5.2782911666269605,0.0,0.01668579630234696,0.012981066180286785,8.04842829633783,4.081443941863064,0.0,22.5722464479498,0.0
information_assimilation_augmentation,[-2.67664576  0.15303196  0.46814018],"quaternion(-0.182345137000084, 0.00836742389947176, 0.983126580715179, -0.0119308708235621)",[-2.59391403  0.14899486  0.47753912],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,None,None,380.0489,[0. 0. 0.],0.0,[0.36339051 0.00112341 0.15100767],[ 0.24201634 -0.00293642 -0.07223421],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],2.7215816201962184,2.6417102580839726,0.0,0.0,0.0,0.0,0.0,0.0,0.3935190512503184,0.2525832742399106,0.0,0.0,0.0,0.0,0.0
information_assimilation_augmentation,[-2.59299326  0.15329057  0.50290215],"quaternion(0.41072341799736, 0.0229043569415808, 0.910606324672699, 0.0397222898900509)",[-2.59329796  0.1489915   0.47856277],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,None,None,380.2791,[0. 0. 0.],0.0,[ 0.00338041 -0.00759083  0.01027982],[-0.08596181  0.00025474  0.04372693],[0. 0. 0.],[0. 0. 0.],[-8.83127476  0.75938459 -0.51945116],[0. 0. 0.],[-0.  0.  0.],2.6457555848685006,2.6412904220487223,0.0,0.0,0.0,0.0,0.0,0.0,0.013218268502269445,0.09644449896928507,0.0,0.0,8.879071367237467,0.0,0.0
information_assimilation_augmentation,[-2.59220529  0.15152115  0.50529838],"quaternion(0.399635076522827, 0.0136935403570533, 0.916317939758301, 0.0215816758573055)",[-2.5923686   0.14915039  0.48065755],[-2.05857015  0.17701255 -0.12108406],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,380.5122,[ 0.53379846  0.02786216 -0.60174161],0.0,[ 0.00638399 -0.07187676 -0.07786973],[-0.43409274  0.01053323 -0.17179021],[0. 0. 0.],[0. 0. 0.],[-0.00131101 -0.03647775 -0.0004143 ],[0. 0. 0.],[-0.03340818  0.01132836 -0.02911151],2.6453380410731877,2.6407674052232846,2.069711535702867,0.0,0.0,0.0,0.0,0.8048664854694942,0.10616364334817632,0.4669682349382247,0.0,0.0,0.03650365209558883,0.0,0.045737492089911035
information_assimilation_augmentation,[-2.59090614  0.13689423  0.48945189],"quaternion(0.343254595994949, 0.0467878133058548, 0.936101913452148, -0.0608304366469383)",[-2.59167624  0.1489705   0.48229116],[-2.05883694  0.16958933 -0.12116838],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,380.7157,[ 0.5328393   0.02061883 -0.60345954],0.0,[-0.04440157  0.03552736 -0.00933971],[ 0.1805148  -0.00117802  0.12071503],[-8.97141173 -0.92349602  1.04703448],[0. 0. 0.],[-0.05809486 -0.03343104  0.00167705],[-8.19189575 -0.90836732  0.45561934],[-0.02922401  0.05364743 -0.02397105],2.640283662770532,2.640375481406646,2.0693602507723825,0.0,0.0,0.0,0.0,0.8052988678628256,0.05762744510125892,0.21716146257906468,9.0793917475449,0.0,0.06704818748071567,8.254688126895237,0.06562545707539502
information_assimilation_augmentation,[-2.60348511  0.14695913  0.48680595],"quaternion(0.253218561410904, 0.0151680586859584, 0.967199563980103, -0.0132434275001287)",[-2.59172654  0.14828414  0.48242283],[-2.07529521  0.16011831 -0.12069327],[-2.54160094 -0.26162642  0.29662487],[0. 0. 0.],[-2.32076406 -0.25734046  0.12907696],[0. 0. 0.],GearsCollection (UnityEngine.GameObject),NewAlertPlaceableButton (UnityEngine.GameObject),None,380.999,[ 0.51643133  0.01183417 -0.6031161 ],0.29691195044233964,[0.03319285 0.00524347 0.01407624],[ 0.11487294 -0.0023772  -0.04204521],[-0.055268   -0.01795603 -0.0606615 ],[0. 0. 0.],[-0.02883987 -0.02894423 -0.02444148],[-0.01283949  0.02476846 -0.01547144],[-0.02789208  0.04367857 -0.02302615],2.652680100951927,2.6404102781576766,2.084959219372421,2.5721916820794433,0.0,2.3385531463493963,0.0,0.7940972182958158,0.036433495646755,0.12234885945860537,0.08400469452368389,0.0,0.04761189302493153,0.031901325514353394,0.05670969104256061
information_assimilation_augmentation,[-2.59573126  0.148184    0.49009416],"quaternion(0.316266119480133, 0.0241897199302912, 0.948280036449432, 0.012474606744945)",[-2.5923028   0.14823136  0.48197627],[-2.0820322   0.15335694 -0.1264028 ],[-2.55451155 -0.26582095  0.28245434],[0. 0. 0.],[-2.32376337 -0.25155455  0.12546283],[0. 0. 0.],GearsCollection (UnityEngine.GameObject),NewAlertPlaceableButton (UnityEngine.GameObject),None,381.2326,[ 0.5102706   0.00512558 -0.60837907],0.28582356362338235,[ 0.00338016 -0.03785656 -0.04163479],[-0.35993645  0.01032613 -0.08700112],[-0.00591911 -0.02325999 -0.00555345],[0. 0. 0.],[-0.22648229 -0.40191954 -0.19759279],[0. 0. 0.],[-0.37656213  0.37887521 -0.31264492],2.6457459335537887,2.640891414591125,2.0914956645209086,2.5837899444282106,0.0,2.340704341616539,0.0,0.7940575799096593,0.056373752047211755,0.37044577904328646,0.024635417901399056,0.0,0.5018729489329773,0.0,0.6189445144664464
information_assimilation_augmentation,[-2.59504914  0.14054455  0.48169225],"quaternion(0.287457793951035, 0.0411735847592354, 0.95521068572998, -0.0569675490260124)",[-2.59149718  0.14594695  0.48160455],[-2.12773633  0.07224958 -0.16627702],[-2.55570602 -0.27051482  0.28133366],[0. 0. 0.],[-2.32376337 -0.25155455  0.12546283],[0. 0. 0.],None,ScenarioMenu(Clone) (UnityEngine.GameObject),None,381.4344,[ 0.46376085 -0.07369737 -0.64788157],0.22838785288928531,[0.00161803 0.02197965 0.0069424 ],[ 0.13408862 -0.00209231  0.06183014],[-0.0974642   0.00413023 -0.01897036],[0. 0. 0.],[0.01978251 0.0034705  0.01597227],[-0.22210673 -0.08799888 -0.25556487],[ 0.00234887 -0.03269194  0.0054001 ],2.6431156334860932,2.639905509645531,2.13544607499363,2.5853356016543163,0.0,2.340704341616539,0.0,0.8001599570757939,0.023106704851056384,0.1476722794818096,0.09937908937112917,0.0,0.025661360681861884,0.34984082880389905,0.03321808117321536
information_assimilation_augmentation,[-2.59460354  0.14659774  0.48360419],"quaternion(0.27908456325531, 0.0249758195132017, 0.959696650505066, -0.0216882824897766)",[-2.59122014  0.14567462  0.48081765],[-2.12228823  0.07320535 -0.16187826],[-2.58254766 -0.26937735  0.27610922],[0. 0. 0.],[-2.38493156 -0.27578944  0.05508026],[0. 0. 0.],GearsCollection (UnityEngine.GameObject),ScenarioMenu(Clone) (UnityEngine.GameObject),None,381.7098,[ 0.46893191 -0.07246926 -0.6426959 ],0.2378498877153028,[ 0.03097718  0.01605996 -0.01337275],[ 0.01923268 -0.00211751 -0.071551  ],[-0.04611045 -0.00057225 -0.04851295],[0. 0. 0.],[-0.00342389 -0.00044694 -0.00468346],[0.04792425 0.02436416 0.05499924],[-0.00056003  0.006675   -0.00116127],2.6433560932189177,2.6394750460247787,2.1297114623239946,2.611197598396557,0.0,2.401456270089415,0.0,0.798878562973829,0.037367609358059765,0.07412101988766737,0.06693285864509388,0.0,0.005818724966684907,0.07691074303094268,0.006798369588587926
information_assimilation_augmentation,[-2.58517718  0.15148479  0.47953486],"quaternion(0.293428778648376, 0.0456723682582378, 0.95475560426712, -0.0159788876771927)",[-2.59081864  0.14579637  0.480178  ],[-2.12333012  0.07306935 -0.16330343],[-2.59657907 -0.26955149  0.26134673],[0. 0. 0.],[-2.37034822 -0.26837543  0.07181653],[0. 0. 0.],GearsCollection (UnityEngine.GameObject),ScenarioMenu(Clone) (UnityEngine.GameObject),None,382.0141,[ 0.46748853 -0.07272702 -0.64348143],0.23288387549982592,[ 0.01438604 -0.02734844 -0.02936065],[-0.08686708  0.00418671  0.00186849],[-0.03825299  0.10937847 -0.05223434],[0. 0. 0.],[-0.02569595 -0.00409013 -0.01609841],[-0.04355793  0.14990872 -0.0543336 ],[-0.00216229  0.03752245 -0.00581173],2.6336367242500622,2.6389711511640273,2.1308538017081804,2.6235820946781208,0.0,2.3865736202631394,0.0,0.7986883612370677,0.04262561366497484,0.08698798782250616,0.1271037628219596,0.0,0.030596898223420297,0.16529384782970793,0.03803138412817984
